Type,Reference ID,DOI,File
missed,b44,10.1016/j.procbio.2011.06.025,PHA-TOX-PHA_91
missed,b45,10.1093/oxfordjournals.jbchem.a129564,PHA-TOX-PHA_91
missed,b8,10.1021/jf00014a012,PHA-TOX-PHA_91
missed,b23,10.1016/s0969-2126(03)00147-3,PHA-TOX-PHA_91
missed,b9,10.14219/jada.archive.2008.0134,PHA-TOX-PHA_91
missed,b34,10.3390/md16020051,PHA-TOX-PHA_91
missed,b25,10.1016/0141-0229(94)90058-2,PHA-TOX-PHA_91
missed,b18,10.1006/abio.2000.4829,PHA-TOX-PHA_91
missed,b19,10.1007/s00284-004-4308-5,PHA-TOX-PHA_91
missed,b20,10.1016/j.carbpol.2014.06.018,PHA-TOX-PHA_91
missed,b51,10.1021/ac60147a030,PHA-TOX-PHA_91
missed,b46,10.1271/bbb.62.117,PHA-TOX-PHA_91
missed,b25,10.1016/0002-9343(77)90874-9,PHA-TOX-PHA_92
missed,b35,10.1038/nature10189,PHA-TOX-PHA_92
missed,b27,10.1016/s0735-1097(03)00784-8,PHA-TOX-PHA_92
missed,b24,10.1139/cjpp-2017-0612,PHA-TOX-PHA_92
missed,b26,10.1001/jama.1986.03380200073024,PHA-TOX-PHA_92
missed,b22,10.1038/srep44252,PHA-TOX-PHA_92
missed,b29,10.1016/j.jacc.2005.06.080,PHA-TOX-PHA_92
missed,b39,10.1038/47254,PHA-TOX-PHA_92
missed,b34,10.3892/mmr.2016.5821,PHA-TOX-PHA_92
missed,b21,10.1016/j.ijleo.2018.02.027,PHY-AST_94
missed,b32,10.1016/s0031-3203(98)00091-0,PHY-AST_94
missed,b37,10.1016/s0167-8655(03)00154-5,PHY-AST_94
missed,b39,10.1016/0098-3004(84)90020-7,PHY-AST_94
missed,b25,10.1364/ao.50.003110,PHY-AST_94
missed,b33,10.3788/col20100801.0024,PHY-AST_94
missed,b8,10.1117/1.oe.55.5.054101,PHY-AST_94
missed,b34,10.1109/lgrs.2016.2633548,PHY-AST_94
missed,b16,10.1364/ao.58.003338,PHY-AST_94
missed,b19,10.1007/s00340-019-7196-x,PHY-AST_94
missed,b27,10.1364/ao.49.002979,PHY-AST_94
missed,b20,10.1364/ao.56.004843,PHY-AST_94
missed,b15,10.1364/ao.52.001814,PHY-AST_94
missed,b0,10.1016/0143-8166(89)90062-6,PHY-AST_94
missed,b35,10.3390/s18041196,PHY-AST_94
missed,b23,10.1364/ao.45.007392,PHY-AST_94
missed,b5,10.1016/j.optlaseng.2016.02.008,PHY-AST_94
missed,b10,10.1364/boe.9.004818,PHY-AST_94
missed,b30,10.1109/tsmc.1979.4310076,PHY-AST_94
missed,b4,10.1016/j.optlastec.2018.05.019,PHY-AST_94
missed,b36,10.1016/j.physa.2010.10.015,PHY-AST_94
missed,b12,10.1016/j.optlaseng.2019.03.015,PHY-AST_94
missed,b6,10.1364/ao.44.003945,PHY-AST_94
missed,b17,10.1016/j.optlaseng.2017.07.018,PHY-AST_94
missed,b11,10.1016/j.optlaseng.2015.04.002,PHY-AST_94
missed,b9,10.1007/s11340-015-0120-3,PHY-AST_94
missed,b29,10.1364/oe.23.029625,PHY-AST_94
missed,b3,10.1364/oe.26.008744,PHY-AST_94
missed,b40,10.1016/j.compmedimag.2008.08.004,PHY-AST_94
missed,b31,10.1016/j.patcog.2007.07.012,PHY-AST_94
missed,b14,10.1364/ol.33.000183,PHY-AST_94
missed,b2,10.1364/oe.26.000531,PHY-AST_94
missed,b18,10.1016/j.optlaseng.2019.06.025,PHY-AST_94
missed,b24,10.1364/ao.46.007475,PHY-AST_94
missed,b26,10.1364/ao.55.006893,PHY-AST_94
missed,b38,10.12785/amis/080654,PHY-AST_94
missed,b13,10.1364/oe.18.008942,PHY-AST_94
missed,b7,10.1016/s0143-8166(02)00085-4,PHY-AST_94
missed,b19,10.1364/ol.36.004746,PHY-AST_95
missed,b12,10.1364/ol.43.004643,PHY-AST_95
missed,b6,10.1103/physrevd.26.1817,PHY-AST_95
missed,b24,10.1364/optica.5.001603,PHY-AST_95
missed,b8,10.1364/optica.2.000980,PHY-AST_95
missed,b25,10.1109/2944.571754,PHY-AST_95
missed,b10,10.1364/ol.42.005170,PHY-AST_95
missed,b17,10.1364/oe.20.023535,PHY-AST_95
missed,b22,10.1364/josaa.4.001962,PHY-AST_95
missed,b2,10.1364/ol.35.004169,PHY-AST_95
missed,b13,10.1364/ol.25.000859,PHY-AST_95
missed,b21,10.1364/ol.44.004227,PHY-AST_95
missed,b3,10.1364/oe.23.021064,PHY-AST_95
missed,b11,10.1364/ol.41.004511,PHY-AST_95
missed,b30,10.1364/josab.11.000498,PHY-AST_95
missed,b29,10.1364/oe.16.007571,PHY-AST_95
missed,b28,10.1109/jstqe.2010.2092753,PHY-AST_95
missed,b5,10.1364/ol.42.001381,PHY-AST_95
missed,b4,10.1007/bf01081875,PHY-AST_95
missed,b32,10.1364/oe.25.004254,PHY-AST_95
missed,b9,10.1364/ol.43.005909,PHY-AST_95
missed,b23,10.1117/12.2212789,PHY-AST_95
missed,b16,10.1364/oe.20.009698,PHY-AST_95
missed,b1,10.1364/ol.43.006037,PHY-AST_95
missed,b15,10.1364/ol.31.002728,PHY-AST_95
missed,b20,10.1364/ol.39.006442,PHY-AST_95
missed,b26,10.1364/oe.24.010512,PHY-AST_95
missed,b0,10.1038/nphoton.2008.194,PHY-AST_95
missed,b18,10.1364/ol.39.000009,PHY-AST_95
missed,b31,10.1364/oe.25.022519,PHY-AST_95
missed,b14,10.1364/ol.29.001921,PHY-AST_95
missed,b7,10.1109/jstqe.2014.2341588,PHY-AST_95
missed,b27,10.1364/oe.26.012648,PHY-AST_95
missed,b14,10.1103/physreva.87.033415,PHY-AST_96
missed,b7,10.1088/0256-307x/23/10/029,PHY-AST_96
missed,b30,10.1103/physreva.18.538,PHY-AST_96
missed,b1,10.1103/physrevlett.60.565,PHY-AST_96
missed,b9,10.1038/nature08481,PHY-AST_96
missed,b10,10.1134/s1054660x09150377,PHY-AST_96
missed,b3,10.1103/physreva.49.4837,PHY-AST_96
missed,b29,10.1103/physrevb.16.2466,PHY-AST_96
missed,b0,10.1103/physrevlett.59.1092,PHY-AST_96
missed,b5,10.1016/s1049-250x(02)80006-4,PHY-AST_96
missed,b6,10.1103/revmodphys.84.1011,PHY-AST_96
missed,b21,10.1103/physrevlett.114.123003,PHY-AST_96
missed,b28,10.1103/physrevlett.71.1994,PHY-AST_96
missed,b12,10.1103/physreva.85.011402,PHY-AST_96
missed,b11,10.1134/s1063776111080127,PHY-AST_96
missed,b13,10.1103/physrevlett.110.023001,PHY-AST_96
missed,b18,10.1103/physreva.96.043403,PHY-AST_96
missed,b8,10.1103/physrevlett.101.233001,PHY-AST_96
missed,b19,10.1088/1361-6455/aa948b,PHY-AST_96
missed,b16,10.1103/physreva.89.023421,PHY-AST_96
missed,b22,10.1103/physrevlett.107.043003,PHY-AST_96
missed,b17,10.1103/physrevlett.118.013003,PHY-AST_96
missed,b24,10.1103/physreva.93.033415,PHY-AST_96
missed,b31,10.1103/physreva.76.053410,PHY-AST_96
missed,b32,10.1103/physrevlett.85.2280,PHY-AST_96
missed,b33,10.1103/physrevlett.108.223001,PHY-AST_96
missed,b4,10.1103/physrevlett.42.1127,PHY-AST_96
missed,b27,10.1103/physrevlett.70.1599,PHY-AST_96
missed,b2,10.1103/physreva.47.r49,PHY-AST_96
missed,b20,10.1103/physrevlett.110.203002,PHY-AST_96
missed,b23,10.1103/physrevlett.102.113002,PHY-AST_96
missed,b29,10.1007/s10826-018-1026-3,PSY_100
missed,b1,10.1016/s1364-6613(02)01904-6,PSY_100
missed,b22,10.1038/nrneurol.2013.278,PSY_100
missed,b13,10.1038/sj.mp.4001896,PSY_100
missed,b11,10.1017/s0033291706008750,PSY_100
missed,b23,10.1371/journal.pone.0194515,PSY_100
missed,b6,10.1098/rstb.2002.1206,PSY_100
missed,b26,10.1002/ajmg.b.30612,PSY_100
missed,b31,10.1371/journal.pone.0084782,PSY_100
missed,b32,10.1111/jcpp.12499,PSY_100
missed,b36,10.1073/pnas.0705803104,PSY_100
missed,b5,10.1038/mp.2014.48,PSY_100
missed,b30,10.1007/s10803-017-3248-4,PSY_100
missed,b9,10.3389/fnins.2016.00346,PSY_100
missed,b28,10.1038/tp.2014.4,PSY_100
missed,b18,10.1037/a0031919,PSY_100
missed,b14,10.1155/2011/545901,PSY_100
missed,b17,10.1073/pnas.1811032115,PSY_100
missed,b24,10.1016/j.neuroimage.2012.03.018,PSY_100
missed,b35,10.1371/journal.pone.0031661,PSY_100
missed,b12,10.1186/s13229-018-0192-x,PSY_100
missed,b27,10.3390/ijms160613217,PSY_100
missed,b0,10.1176/appi.books.9780890425596,PSY_100
missed,b21,10.1016/j.ajhg.2014.02.001,PSY_100
missed,b14,10.1080/152988602317319294,PSY_97
missed,b33,10.1037/1528-3542.6.3.498,PSY_97
missed,b18,10.1037/0033-2909.132.1.33,PSY_97
missed,b21,10.1037/0021-843x.106.3.404,PSY_97
missed,b23,10.1037/0012-1649.36.2.220,PSY_97
missed,b6,10.1177/0165025406072795,PSY_97
missed,b19,10.1037/0096-3445.133.1.101,PSY_97
missed,b40,10.1017/s0954579415001224,PSY_97
missed,b36,10.1037/1528-3542.6.3.459,PSY_97
missed,b8,10.1111/j.1467-9507.2004.000263.x,PSY_97
missed,b29,10.1111/1467-8624.00355,PSY_97
missed,b31,10.1111/j.1750-8606.2007.00002.x,PSY_97
missed,b37,10.1097/00004583-200202000-00013,PSY_97
missed,b10,10.1111/1467-8624.00337,PSY_97
missed,b16,10.1037/0012-1649.39.4.761,PSY_97
missed,b11,10.1037/a0031745,PSY_97
missed,b38,10.1177/1088868310365565,PSY_97
missed,b27,10.1111/jcpp.12675,PSY_97
missed,b35,10.1111/1467-6494.7106011,PSY_97
missed,b20,10.3389/fpsyg.2015.00946,PSY_97
missed,b26,10.1146/annurev.ecolsys.28.1.341,PSY_97
missed,b32,10.1016/j.jrp.2008.03.002,PSY_97
missed,b7,10.1207/s15327752jpa6401_2,PSY_97
missed,b13,10.1037/0022-3514.78.1.136,PSY_97
missed,b17,10.1037/14797-006,PSY_97
missed,b22,10.1023/a:1023277413027,PSY_97
missed,b12,10.1017/s095457940000701x,PSY_97
missed,b39,10.1111/cdev.12406,PSY_97
missed,b3,10.1076/chin.8.2.71.8724,PSY_97
missed,b41,10.1016/s0191-8869(00)00064-7,PSY_97
missed,b15,10.1111/j.1467-8624.2004.00652.x,PSY_97
missed,b9,10.1080/15374410701448513,PSY_97
missed,b28,10.1037/0022-3514.78.1.122,PSY_97
missed,b24,10.1037/0003-066x.56.3.227,PSY_97
missed,b5,10.1207/s15327906mbr4102_5,PSY_97
missed,b18,10.1016/j.neubiorev.2012.07.004,PSY_99
missed,b24,10.1016/j.cognition.2016.11.003,PSY_99
missed,b4,10.1016/s2215-0366(17)30162-1,PSY_99
missed,b21,10.1177/1362361317729526,PSY_99
missed,b15,10.1016/j.jneumeth.2006.11.017,PSY_99
missed,b17,10.1007/s10803-014-2106-x,PSY_99
missed,b13,10.1080/09687599.2012.710008,PSY_99
missed,b3,10.1080/13668250410001709494,PSY_99
missed,b23,10.1177/1362361313492392,PSY_99
missed,b11,10.1007/s10803-013-1966-9,PSY_99
missed,b22,10.1007/s10803-015-2662-8,PSY_99
missed,b19,10.1016/j.neuropsychologia.2010.07.012,PSY_99
missed,b0,10.1176/appi.books.9780890425596,PSY_99
missed,b3,10.1145/2581122.2544147,SCI_26
missed,b8,10.1007/3-540-45937-5_16,SCI_26
missed,b4,10.1109/sp.2013.13,SCI_26
missed,b1,10.1145/2694344.2694383,SCI_26
missed,b6,10.1145/2076732.2076739,SCI_26
missed,b10,10.1109/sp.2016.9,SCI_26
missed,b10,10.1109/cvpr.2016.595,SCI_27
missed,b49,10.1109/cvpr.2015.7299004,SCI_27
missed,b29,10.1145/3272127.3275031,SCI_27
missed,b30,10.1145/3130800.3130855,SCI_27
missed,b28,10.1109/3dv.2015.59,SCI_27
missed,b35,10.1145/280814.280882,SCI_27
missed,b50,10.1145/3197517.3201323,SCI_27
missed,b41,10.1145/1964921.1964990,SCI_27
missed,b13,10.1145/3197517.3201384,SCI_27
missed,b15,10.1145/2980179.2982420,SCI_27
missed,b32,10.1145/3123266.3129396,SCI_27
missed,b33,10.1109/cvpr.2016.445,SCI_27
missed,b34,10.1007/978-3-319-46487-9_31,SCI_27
missed,b47,10.1109/tcsvt.2003.817350,SCI_27
missed,b19,10.1145/3072959.3073617,SCI_27
missed,b24,10.1145/1457515.1409084,SCI_27
missed,b26,10.1145/237170.237199,SCI_27
missed,b37,10.1145/2185520.2185596,SCI_27
missed,b6,10.1145/166117.166153,SCI_27
missed,b5,10.1109/iccv.2017.168,SCI_27
missed,b31,10.1145/800031.808606,SCI_27
missed,b1,10.1145/2980179.2980257,SCI_27
missed,b2,10.1145/383259.383309,SCI_27
missed,b7,10.1111/j.1467-8659.2012.03009.x,SCI_27
missed,b14,10.1145/3272127.3275084,SCI_27
missed,b36,10.1117/12.386541,SCI_27
missed,b11,10.1145/237170.237200,SCI_27
missed,b23,10.1145/192161.192283,SCI_27
missed,b27,10.1145/218380.218398,SCI_27
missed,b42,10.1145/2185520.2185576,SCI_27
missed,b17,10.1145/2980179.2980251,SCI_27
missed,b44,10.1145/344779.344925,SCI_27
missed,b39,10.1109/iccv.2017.246,SCI_27
missed,b18,10.1145/2487228.2487237,SCI_27
missed,b4,10.1145/2487228.2487238,SCI_27
missed,b3,10.1145/344779.344932,SCI_27
missed,b8,10.1145/237170.237191,SCI_27
missed,b22,10.1145/2508363.2508369,SCI_27
missed,b12,10.1145/3130800.3130828,SCI_27
missed,b43,10.1145/1186822.1073259,SCI_27
missed,b3,10.1145/311535.311556,SCI_28
missed,b4,10.1145/2601097.2601204,SCI_28
missed,b18,10.1145/2766939,SCI_28
missed,b29,10.1145/3182644,SCI_28
missed,b19,10.1145/3197517.3201401,SCI_28
missed,b32,10.1007/s11263-005-3962-9,SCI_28
missed,b15,10.1109/cvpr.2018.00411,SCI_28
missed,b23,10.1007/978-3-540-87536-9_99,SCI_28
missed,b22,10.1109/cvpr.2018.00013,SCI_28
missed,b24,10.1145/2980179.2980252,SCI_28
missed,b28,10.1145/2929464.2929475,SCI_28
missed,b1,10.1145/2010324.1964970,SCI_28
missed,b9,10.1145/2638549,SCI_28
missed,b26,10.1145/3089269.3089276,SCI_28
missed,b33,10.1109/cvpr.2013.75,SCI_28
missed,b17,10.1145/3099564.3099581,SCI_28
missed,b1,10.1080/02665433.2018.1425635,SOC-SCI_101
missed,b7,10.1093/gerhis/ghu070,SOC-SCI_101
missed,b18,10.1016/j.neubiorev.2012.07.004,SOC-SCI_103
missed,b24,10.1016/j.cognition.2016.11.003,SOC-SCI_103
missed,b4,10.1016/s2215-0366(17)30162-1,SOC-SCI_103
missed,b21,10.1177/1362361317729526,SOC-SCI_103
missed,b15,10.1016/j.jneumeth.2006.11.017,SOC-SCI_103
missed,b17,10.1007/s10803-014-2106-x,SOC-SCI_103
missed,b13,10.1080/09687599.2012.710008,SOC-SCI_103
missed,b3,10.1080/13668250410001709494,SOC-SCI_103
missed,b23,10.1177/1362361313492392,SOC-SCI_103
missed,b11,10.1007/s10803-013-1966-9,SOC-SCI_103
missed,b22,10.1007/s10803-015-2662-8,SOC-SCI_103
missed,b19,10.1016/j.neuropsychologia.2010.07.012,SOC-SCI_103
missed,b0,10.1176/appi.books.9780890425596,SOC-SCI_103
missed,b35,10.1016/j.jevs.2012.12.012,VET_105
missed,b20,10.1016/j.theriogenology.2006.12.004,VET_105
missed,b70,10.1016/j.jevs.2013.11.009,VET_105
missed,b15,10.1016/j.theriogenology.2011.11.006,VET_105
missed,b67,10.1071/rd15118,VET_105
missed,b75,10.1006/cryo.1993.1042,VET_105
missed,b39,10.1530/jrf.0.0700219,VET_105
missed,b42,10.1016/j.anireprosci.2003.11.003,VET_105
missed,b17,10.1016/s0010-7824(01)00320-1,VET_105
missed,b16,10.1126/science.210504,VET_105
missed,b41,10.1016/j.smallrumres.2007.09.002,VET_105
missed,b69,10.1016/s0737-0806(87)80025-4,VET_105
missed,b36,10.1016/0093-691x(96)00029-5,VET_105
missed,b28,10.1016/j.anireprosci.2006.04.010,VET_105
missed,b52,10.1071/rd14449,VET_105
missed,b10,10.1093/molehr/3.3.175,VET_105
missed,b23,10.1071/rd03089,VET_105
missed,b27,10.1016/s0093-691x(98)00184-8,VET_105
missed,b1,10.1016/j.jevs.2012.07.021,VET_105
missed,b65,10.56808/2985-1130.2162,VET_105
missed,b73,10.1016/s0093-691x(01)00590-8,VET_105
missed,b50,10.1016/j.jevs.2016.06.078,VET_105
missed,b57,10.1002/mrd.20322,VET_105
missed,b44,10.1530/rep.0.1220497,VET_105
missed,b46,10.1155/2016/9380609,VET_105
missed,b40,10.1136/vr.97.1.12,VET_105
missed,b0,10.1016/j.jevs.2013.05.001,VET_105
missed,b48,10.1016/s0010-7824(02)00276-7,VET_105
missed,b30,10.1016/j.theriogenology.2012.07.015,VET_105
missed,b74,10.1590/s0102-09352009000100007,VET_105
missed,b34,10.1016/s0093-691x(97)84066-6,VET_105
missed,b76,10.1016/j.smallrumres.2013.07.007,VET_105
missed,b7,10.2460/javma.246.4.426,VET_106
missed,b13,10.1016/j.exer.2003.09.003,VET_106
missed,b17,10.1111/j.1463-5224.2010.00778.x,VET_106
missed,b14,10.1097/ico.0b013e31820687dd,VET_106
missed,b6,10.1111/j.1463-5224.2005.00403.x,VET_106
missed,b2,10.1016/j.jtos.2017.08.003,VET_106
missed,b9,10.1111/j.1463-5224.2005.00390.x,VET_106
missed,b16,10.1111/j.1463-5224.2011.00916.x,VET_106
missed,b19,10.1016/s1542-0124(12)70146-5,VET_106
missed,b18,10.1111/j.1463-5224.2011.00968.x,VET_106
missed,b20,10.1016/j.ophtha.2013.02.037,VET_106
missed,b4,10.1046/j.1463-5224.1999.00082.x,VET_106
missed,b1,10.1016/j.cvsm.2007.12.002,VET_106
missed,b12,10.1177/1098612x12464628,VET_106
missed,b3,10.2460/ajvr.70.3.394,VET_106
missed,b10,10.4061/2011/487592,VET_106
missed,b15,10.1111/vop.12436,VET_106
missed,b5,10.1111/j.1463-5224.2005.00362.x,VET_106
missed,b20,10.1136/vr.160.17.578,VET_107
missed,b2,10.1111/j.1365-2885.2005.00677.x,VET_107
missed,b4,10.1016/j.jfms.2009.09.004,VET_107
missed,b19,10.1111/j.1365-2885.2009.01069.x,VET_107
missed,b10,10.1046/j.1467-2987.2001.00062.x,VET_107
missed,b28,10.1016/0168-3659(95)00096-8,VET_107
missed,b1,10.1016/j.jfms.2003.10.002,VET_107
missed,b6,10.1053/svms.2002.36609,VET_107
missed,b21,10.1111/j.2042-7158.1981.tb13848.x,VET_107
missed,b30,10.1016/j.tvjl.2008.06.017,VET_107
missed,b8,10.2174/1570159043359477,VET_107
missed,b14,10.1371/journal.pone.0176443,VET_107
missed,b15,10.1111/jvp.12203,VET_107
missed,b5,10.2460/javma.245.2.195,VET_107
missed,b22,10.2165/00003088-198207040-00002,VET_107
missed,b3,10.1111/j.1467-2995.2012.00779.x,VET_107
missed,b7,10.1016/s0750-7658(05)80295-3,VET_107
missed,b13,10.1136/vr.152.22.675,VET_107
missed,b11,10.1177/1098612x12442038,VET_107
missed,b17,10.1177/1098612x15581206,VET_107
missed,b18,10.1016/j.rvsc.2010.07.010,VET_107
missed,b27,10.1016/j.cmpb.2010.01.007,VET_107
missed,b24,10.1093/pm/pnx321,VET_107
missed,b29,10.1053/rvsc.2001.0543,VET_107
missed,b9,10.2460/ajvr.68.7.699,VET_107
missed,b26,10.1016/j.vascn.2005.04.012,VET_107
missed,b12,10.1111/jvp.12084,VET_107
missed,b23,10.1136/adc.62.8.771,VET_107
missed,b16,10.1111/j.1365-2885.2006.00800.x,VET_107
missed,b0,10.1136/vr.153.15.462,VET_107
missed,b14,10.1007/bf02030251,VET_108
missed,b3,10.5326/jaaha-ms-5758,VET_108
missed,b5,10.1111/jvim.13962,VET_108
missed,b4,10.1111/j.1939-1676.1987.tb02008.x,VET_108
missed,b12,10.3899/jrheum.110776,VET_108
missed,b6,10.1177/1098612x17746523,VET_108
missed,b18,10.5326/jaaha-ms-6202,VET_108
missed,b15,10.2106/00004623-200111000-00017,VET_108
missed,b2,10.1053/j.ctsap.2005.07.003,VET_108
missed,b1,10.5326/15473317-32-5-380,VET_108
missed,b17,10.1177/1098612x12450121,VET_108
missed,b13,10.1007/s10067-006-0331-1,VET_108
missed,b10,10.1111/j.1740-8261.1986.tb00002.x,VET_108

Earned Matches:
earned,ref_8,10.1109/aero.2017.7943726,ART-HUM_5
earned,ref_10,10.4324/9780429489464-7,ART-HUM_5
earned,ref_15,10.4324/9781410606266,ART-HUM_5
earned,ref_11,10.1080/0269993004200114,ART-HUM_5
earned,ref_13,10.2307/4450045,ART-HUM_7
earned,ref_9,10.1016/j.euromechsol.2020.104072,ART-HUM_7
earned,ref_7,10.1111/j.1749-818x.2010.00213.x,ART-HUM_7
earned,ref_10,10.1093/oxfordhb/9780195396683.013.0004,ART-HUM_7
earned,ref_11,10.1002/9781405166348.ch19,ART-HUM_7
earned,ref_12,10.1002/1097-0142(19820101)49:1<198::aid-cncr2820490138>3.0.co;2-9,ART-HUM_7
earned,ref_2,10.5128/erya9.02,ART-HUM_7
earned,ref_20,10.2478/psicl-2011-0013,ART-HUM_7
earned,ref_46,10.1074/jbc.274.12.7769,BIO-GEN-MOL_10
earned,ref_80,10.1038/srep09628,BIO-GEN-MOL_11
earned,ref_23,10.1007/s00454-004-2864-x,BIO-GEN-MOL_11
earned,ref_40,10.1093/nar/gkw586,BIO-GEN-MOL_11
earned,ref_43,10.1107/97809553602060000865,BIO-GEN-MOL_12
earned,ref_33,10.2139/ssrn.2319320,BUS-MAN-ACC_15
earned,ref_12,10.1016/j.jbusvent.2014.06.001,BUS-MAN-ACC_15
earned,ref_93,10.1057/9781137479761_11,BUS-MAN-ACC_15
earned,ref_44,10.2307/3150980,BUS-MAN-ACC_15
earned,ref_18,10.1177/1461444817694599,BUS-MAN-ACC_15
earned,ref_29,10.1093/acprof:oso/9780195150100.003.0008,BUS-MAN-ACC_16
earned,ref_76,10.2307/258836,BUS-MAN-ACC_16
earned,ref_64,10.2139/ssrn.904647,BUS-MAN-ACC_16
earned,ref_59,10.2307/1252308,BUS-MAN-ACC_16
earned,ref_45,10.2307/3149402,BUS-MAN-ACC_16
earned,ref_5,10.1016/j.indmarman.2004.07.007,BUS-MAN-ACC_16
earned,ref_20,10.1021/ja079953o,CHE-ENG_18
earned,ref_45,10.1016/j.elecom.2011.04.001,CHE-ENG_18
earned,ref_7,10.1021/ja0564867,CHE-ENG_18
earned,ref_31,10.1002/ajoc.201290008,CHE-ENG_18
earned,ref_39,10.1248/cpb.c19-00126,CHE-ENG_18
earned,ref_9,10.1021/ja0046517,CHE-ENG_18
earned,ref_28,10.1016/j.ijplas.2017.06.005,CHE-ENG_18
earned,ref_38,10.1073/pnas.74.8.3443,CHE-ENG_18
earned,ref_25,10.1002/adma.201190074,CHE-ENG_18
earned,ref_18,10.1021/ja7106788,CHE-ENG_18
earned,ref_46,10.1021/ja069977f,CHE-ENG_18
earned,ref_24,10.1002/adma.200990169,CHE-ENG_18
earned,ref_10,10.1016/j.tetlet.2022.154030,CHE-ENG_18
earned,ref_41,10.1021/ja0699788,CHE-ENG_18
earned,ref_7,10.1002/chin.200649233,CHEM_21
earned,ref_36,10.1002/admi.201670101,CHEM_22
earned,ref_4,10.1016/j.cca.2017.10.027,CHEM_22
earned,ref_1,10.1016/j.jhazmat.2015.10.070,CHEM_22
earned,ref_13,10.1016/j.matlet.2014.12.044,CHEM_22
earned,ref_38,10.1039/d3ta03324d,CHEM_22
earned,ref_25,10.1039/d0dt02055a,CHEM_22
earned,ref_34,10.1016/j.jmst.2020.12.001,CHEM_22
earned,ref_11,10.1007/978-3-319-57421-9_7,CHEM_22
earned,ref_6,10.1017/s0022029900013789,CHEM_22
earned,ref_41,10.1039/c7cy00288b,CHEM_22
earned,ref_3,10.1016/j.apsusc.2018.03.117,CHEM_22
earned,ref_40,10.1016/j.crad.2015.12.013,CHEM_22
earned,ref_44,10.1002/cssc.201701616,CHEM_22
earned,ref_32,10.1016/j.jcis.2016.05.035,CHEM_22
earned,ref_21,10.1016/j.scitotenv.2019.133691,CHEM_22
earned,ref_45,10.1002/adfm.201870294,CHEM_22
earned,ref_8,10.1016/j.carbon.2009.12.026,CHEM_22
earned,ref_29,10.1002/anie.201612479,CHEM_24
earned,ref_6,10.1002/adma.201870379,CHEM_24
earned,ref_18,10.1111/j.1911-3846.2011.01142.x,CHEM_24
earned,ref_22,10.1002/anie.201605537,CHEM_24
earned,ref_1,10.1111/micc.12776,CHEM_24
earned,ref_25,10.1007/bf02940233,DEC-SCI_29
earned,ref_28,10.1088/1748-0221/5/01/p01009,DEC-SCI_29
earned,ref_34,10.1103/physrevlett.119.022001,DEC-SCI_29
earned,ref_30,10.1137/1.9781611972726.27,DEC-SCI_30
earned,ref_20,10.1109/icdmw.2012.24,DEC-SCI_30
earned,ref_22,10.1109/hpcs.2010.5547082,DEC-SCI_30
earned,ref_39,10.1093/bib/bbp042,DEC-SCI_30
earned,ref_51,10.1007/978-3-319-67220-5_18,DEC-SCI_30
earned,ref_19,10.1109/icdm.2006.15,DEC-SCI_30
earned,ref_36,10.1117/12.2179150,DEC-SCI_30
earned,ref_3,10.1145/335191.335372,DEC-SCI_30
earned,ref_24,10.1007/3-540-49257-7_25,DEC-SCI_30
earned,ref_9,10.1109/hibit.2011.6450819,DEC-SCI_30
earned,ref_49,10.1007/978-3-642-36778-6_12,DEC-SCI_30
earned,ref_21,10.1109/icdmw.2015.18,DEC-SCI_30
earned,ref_14,10.1109/skg.2008.65,DEC-SCI_30
earned,ref_50,10.1109/smc.2016.7844714,DEC-SCI_30
earned,ref_48,10.1007/978-3-642-29892-9_23,DEC-SCI_30
earned,ref_25,10.2307/2582928,DEC-SCI_31
earned,ref_17,10.1002/0471729000,DEC-SCI_31
earned,ref_19,10.1109/wsc.2015.7408520,DEC-SCI_31
earned,ref_30,10.1109/tsmc.1979.4310245,DEC-SCI_31
earned,ref_33,10.5781/kwjs.2010.28.1.092,DEC-SCI_31
earned,ref_34,10.1080/07408179308964335,DEC-SCI_31
earned,ref_31,10.1016/s0927-0507(06)13017-0,DEC-SCI_31
earned,ref_27,10.1109/wsc.2015.7408532,DEC-SCI_31
earned,ref_3,10.1016/j.ejor.2006.08.008,DEC-SCI_31
earned,ref_24,10.1016/j.sorms.2016.11.002,DEC-SCI_32
earned,ref_43,10.1029/eo055i009p00836,DEC-SCI_32
earned,ref_4,10.1166/nnl.2013.1636,DEC-SCI_32
earned,ref_6,10.17863/cam.50278,EAR-PLA-SCI_37
earned,ref_15,10.2307/3038005,EAR-PLA-SCI_37
earned,ref_41,10.7916/d82v2d6p,EAR-PLA-SCI_37
earned,ref_7,10.2307/213735,EAR-PLA-SCI_37
earned,ref_90,10.1007/978-3-540-68953-9_7,EAR-PLA-SCI_38
earned,ref_24,10.1002/chin.201248262,EAR-PLA-SCI_39
earned,ref_65,10.1016/j.lwt.2012.03.019,EAR-PLA-SCI_39
earned,ref_73,10.1016/j.cej.2014.11.044,EAR-PLA-SCI_39
earned,ref_78,10.1021/acs.est.5b03472,EAR-PLA-SCI_39
earned,ref_25,10.1016/s0140-6736(15)00128-2,EAR-PLA-SCI_39
earned,ref_5,10.1002/chem.201003131,EAR-PLA-SCI_40
earned,ref_12,10.2307/2290180,EAR-PLA-SCI_40
earned,ref_13,10.1175/1520-0477(1999)080<0831:tgeba>2.0.co;2,EAR-PLA-SCI_40
