reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,2003,,,Confucius,,,,,,N/A,N/A,N/A,N/A,No,No
ref_2,2011,,,Mencius,,,,,,N/A,N/A,N/A,N/A,No,No
ref_3,,,,,,,,10.4324/9780203522653,,N/A,N/A,N/A,N/A,No,No
ref_4,2018,,,N.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_5,2005,,69,E.,,,,,,15,15,N/A,N/A,No,Yes
ref_6,,,,,,,,10.1093/aesthj/ayn019,,N/A,N/A,N/A,N/A,No,No
ref_7,2010,14,62,E.,,,,,,12,12,N/A,N/A,No,Yes
ref_8,2018,,125,E.,,,,,,15,15,N/A,N/A,No,Yes
ref_9,,,,,,,,10.1177/1477878517695903,,N/A,N/A,N/A,N/A,No,No
ref_10,,,,,,,,10.1080/03057240.2017.1396966,,N/A,N/A,N/A,N/A,No,No
ref_11,,,,,,,,10.1080/09552360120048843,,N/A,N/A,N/A,N/A,No,No
ref_12,,,,,,,,10.1353/pew.2001.0022,,N/A,N/A,N/A,N/A,No,No
ref_13,,,,,,,,10.4324/9781315708508,,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.1017/S0034412515000578,,N/A,N/A,N/A,N/A,No,No
ref_15,2018,,,J.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,10.1080/09552360600772736,,N/A,N/A,N/A,N/A,No,No
ref_17,,,,,,,,10.1080/02549948.1998.11731311,,N/A,N/A,N/A,N/A,No,No
ref_18,1999,,,J.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_19,1984,,,M.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_20,,,,,,,,10.1007/978-3-319-43893-1_10,,N/A,N/A,N/A,N/A,No,No
ref_21,2010,,,A.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_22,2012,,,A,,,,,,N/A,N/A,N/A,N/A,No,No
ref_23,2013,,,H.,,,,10.1057/9781137303394,,N/A,N/A,N/A,N/A,No,No
ref_24,,,,,,,,10.1111/j.1467-8527.2005.00295.x,,N/A,N/A,N/A,N/A,No,No
ref_25,2002,,,W.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_26,,,,,,,,10.5840/logos-episteme20167445,,N/A,N/A,N/A,N/A,No,No
ref_27,,,,,,,,10.5406/jaesteduc.49.1.0068,,N/A,N/A,N/A,N/A,No,No
ref_28,2006,,53,L.,,,,10.1093/oso/9780199291458.003.0003,,N/A,N/A,N/A,N/A,No,No
ref_29,,,,,,,,10.1093/acprof:oso/9780190655846.001.0001,,N/A,N/A,N/A,N/A,No,No
ref_30,2010,,,L.,,,,,,N/A,N/A,N/A,N/A,No,No
