reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,,,,,,,,10.1109/TCE.2017.015063,,N/A,N/A,N/A,N/A,No,No
ref_2,,,,,,,,10.1016/j.compag.2018.06.046,,N/A,N/A,N/A,N/A,No,No
ref_3,,,430,V,,,,,,N/A,N/A,N/A,N/A,No,No
ref_4,,,,,,,,10.3390/bdcc2020010,,N/A,N/A,N/A,N/A,No,No
ref_5,,,,,,,,10.1155/2015/618072,,N/A,N/A,N/A,N/A,No,No
ref_6,2014,,,F,,,,,,N/A,N/A,N/A,N/A,No,No
ref_7,,,,,,,,10.1016/S1389-1286(01)00302-4,,N/A,N/A,N/A,N/A,No,No
ref_8,2009,3,68,E,,,,,,12,12,N/A,N/A,No,Yes
ref_9,,,,,,,,10.1109/ACCESS.2017.2687083,,N/A,N/A,N/A,N/A,No,No
ref_10,,,,,,,,10.3390/s101210506,,N/A,N/A,N/A,N/A,No,No
ref_11,,,,,,,,10.1016/j.aeue.2017.10.034,,N/A,N/A,N/A,N/A,No,No
ref_12,,,,,,,,10.1016/j.adhoc.2008.06.003,,N/A,N/A,N/A,N/A,No,No
ref_13,,,,,,,,10.1016/j.aeue.2017.11.026,,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.1016/j.comcom.2015.09.006,,N/A,N/A,N/A,N/A,No,No
ref_15,,,1,L.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_16,,,1361,DJ,,,,,,N/A,N/A,N/A,N/A,No,No
ref_17,,,1,B,,,,,,N/A,N/A,N/A,N/A,No,No
ref_18,,,,,,,,10.1145/1061318.1061322,,N/A,N/A,N/A,N/A,No,No
ref_19,,,1,S,,,,,,N/A,N/A,N/A,N/A,No,No
ref_20,,,1,J,,,,,,N/A,N/A,N/A,N/A,No,No
ref_21,,,,,,,,10.1145/972374.972396,,N/A,N/A,N/A,N/A,No,No
ref_22,,,124,R,,,,,,N/A,N/A,N/A,N/A,No,No
ref_23,,72,10,A,,,,,,N/A,N/A,N/A,N/A,No,No
ref_24,,,401,S,,,,,,N/A,N/A,N/A,N/A,No,No
ref_25,,,,,,,,10.1007/978-1-4614-6309-2_7,,N/A,N/A,N/A,N/A,No,No
ref_26,,,1,S,,,,,,N/A,N/A,N/A,N/A,No,No
ref_27,,,,,,,,10.3390/s91209666,,N/A,N/A,N/A,N/A,No,No
ref_28,,,,,,,,10.1155/2012/863545,,N/A,N/A,N/A,N/A,No,No
ref_29,,,,,,,,10.1016/j.jnca.2011.12.006,,N/A,N/A,N/A,N/A,No,No
ref_30,,,263,F,,,,,,N/A,N/A,N/A,N/A,No,No
ref_31,2018,9,99,F,,,,,,12,12,N/A,N/A,No,Yes
ref_32,,,,,,,,,https://www.robotistan.com/sixfab-wireless-sensor-network-development-board,N/A,N/A,N/A,N/A,No,No
ref_33,,,,,,,,,http://www.ti.com/product/CC1101,N/A,N/A,N/A,N/A,No,No
ref_34,,,,,,,,,http://www.ti.com/product/CC1190,N/A,N/A,N/A,N/A,No,No
ref_35,,,,,,,,,"SmartRF® Studio (swrc046.zip), http://www.ti.com/tool/SMARTRFTMUDIO",N/A,N/A,N/A,N/A,No,No
