reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,,,,,,,,,"Akima, H., and Gebhardt, A., 2015, akima: Interpolation of irregularly and regularly spaced data: R package, version 0.5-12: https://CRAN.R-project.org/package=akima (accessed January 2019).",N/A,N/A,N/A,N/A,No,No
ref_4,2019,,639,Bretschneider,,,,,,N/A,N/A,N/A,N/A,No,No
ref_7,1976,,134,Butzer,Early Hydraulic Civilization in Egypt: A Study in Cultural Ecology,,,,,21,21,N/A,N/A,No,Yes
ref_8,1966,,77,Carpenter,Discontinuity in Greek Civilization,,,,,N/A,N/A,N/A,N/A,No,No
ref_12,2015,42,8641,Cheng,"The climate variability in northern Levant over the past 20,000 years",,,10.1002/2015GL065397,,17,17,N/A,N/A,No,Yes
ref_13,1971,,312,Donlay,Analysis of the winter climate pattern at the time of the Mycenaean decline [Ph.D. thesis],,,,,N/A,N/A,N/A,N/A,No,No
ref_15,1989,,340,Faegri,Textbook of Pollen Analysis,,,,,21,21,N/A,N/A,No,Yes
ref_16,2017,12,e0189447,Finné,Late Bronze Age climate change and the destruction of the Mycenaean Palace of Nestor at Pylos,,,10.1371/journal.pone.0189447,,10,10,N/A,N/A,No,Yes
ref_17,2006–2007,27–28,209,Gilboa,"Fragmenting the Sea Peoples, with an emphasis on Cyprus, Syria and Egypt: A Tel Dor perspective",,,,,N/A,N/A,N/A,N/A,No,No
ref_21,1973,,206,Jalas,,,,,,N/A,N/A,N/A,N/A,No,No
ref_22,1979,,71,Jalas,,,,,,N/A,N/A,N/A,N/A,No,No
ref_23,1980,,119,Jalas,,,,,,N/A,N/A,N/A,N/A,No,No
ref_25,2008,105,"13,941",Kaniewski,Middle East coastal ecosystem response to middle-to-late Holocene abrupt climate changes,,,10.1073/pnas.0803533105,,N/A,N/A,N/A,N/A,No,No
ref_26,2009,19,1039,Kaniewski,Wild or cultivated Olea europaea L. in the Eastern Mediterranean during the middle–late Holocene?,,,,,12,12,N/A,N/A,No,Yes
ref_29,2011,21,251,Kaniewski,Medieval coastal Syrian vegetation patterns in the principality of Antioch,,,10.1177/0959683610378883,,12,12,N/A,N/A,No,Yes
ref_31,2013,3,3540,Kaniewski,Early urban impact on Mediterranean coastal environments,,,10.1038/srep03540,,12,12,N/A,N/A,No,Yes
ref_32,2015,6,369,Kaniewski,Drought and societal collapse 3200 years ago in the Eastern Mediterranean: A review,,,,,12,12,N/A,N/A,No,Yes
ref_33,2017,3,e1700954,Kaniewski,Climate change and water management in the biblical city of Dan,,,10.1126/sciadv.1700954,,N/A,N/A,N/A,N/A,No,No
ref_34,2013,,772,Killebrew,,,,,,N/A,N/A,N/A,N/A,No,No
ref_36,2009,38,L21501,Kobashi,High variability of Greenland surface temperature over the past 4000 years estimated from trapped air in an ice core,,,,,10,10,N/A,N/A,No,Yes
ref_45,,,,,,,,,"Ooms, J., James, D., DebRoy, S., Wickham, H., and Horner, J., 2016, RMySQL: Database interface and “MySQL” driver for R: R package, version 0.10.9, https://CRAN.R-project.org/package=RMySQL (accessed January 2019).",N/A,N/A,N/A,N/A,No,No
ref_47,2014,,,Team,A language and environment for statistical computing,,,,,N/A,N/A,N/A,N/A,No,No
ref_49,2000,,544,Shaw,,,,10.1093/oso/9780198150343.001.0001,,16,16,N/A,N/A,No,Yes
ref_56,2007,,633,Yavuz,The frozen Bosphorus and its paleoclimatic implications based on a summary of the historical data,,,10.1007/978-1-4020-5302-3_26,,15,15,N/A,N/A,No,Yes
ref_57,2006,,200,Yon,The City of Ugarit at Tell Ras Shamra,,,,,22,22,N/A,N/A,No,Yes
