reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,2010,,,,,,,,"Alexiadou, A., & Rathert, M. (Eds.) (2010). The semantics of nominalizations across languages and frameworks. Berlin: Mouton De Gruyter.",N/A,N/A,N/A,N/A,No,No
ref_6,2003,,,,,,,,"Bittner, D., Dressler, W. U., & Kilani-Schoch, M. (Eds.) (2003). Development of verb inflection in first language acquisition: A cross-linguistic perspective. Berlin: de Gruyter.",N/A,N/A,N/A,N/A,No,No
ref_7,2010,,,Booij,,,,,"Booij, G. (2010). Construction morphology. Oxford: Oxford University Press.",22,22,N/A,N/A,No,Yes
ref_10,2013,,49,Bybee,,,,,"Bybee, J. (2013). Usage-based theory and exemplar representations of constructions. In T. Hoffmann & G. Trousdale (Eds.), The Oxford handbook of construction grammar (pp. 49–69). Oxford: Oxford University Press.",22,22,N/A,N/A,No,Yes
ref_16,2001,5,129,Donalies,,,,,"Donalies, E. (2001). Zur Entrümpelung vorgeschlagen: Die Wortbildungsarten Rückbildung, Zusammenbildung, Zusammenrückung, Klammerform und Pseudomotivierung. Studia Germanica Universitatis Vesprimiensis, 5, 129–145.",12,12,N/A,N/A,No,Yes
ref_17,1999,4,389,Dressler,,,,,"Dressler, W. U. (1999). On a semiotic theory of preferences in language. Peirce Seminar Papers, 4, 389–415.",12,12,N/A,N/A,No,Yes
ref_19,2007,,159,Dressler,,,,10.1163/9780080548692_009,"Dressler, W. U. (2007). Productivity in word formation. In G. Jarema & G. Libben (Eds.), The mental lexicon: Core perspectives (pp. 159–183). Amsterdam: Elsevier.",N/A,N/A,N/A,N/A,No,No
ref_20,2011,47,159,Dressler,,,,,"Dressler, W. U. (2011). The rise of complexity in inflectional morphology. Papers and Studies in Contemporary Linguistics, 47, 159–176.",22,22,N/A,N/A,No,Yes
ref_21,2017,,,,,,,,"Dressler, W. U., Ketrez, F. N., & Kilani-Schoch, M. (Eds.) (2017). Nominal compound acquisition. Amsterdam: Benjamins.",N/A,N/A,N/A,N/A,No,No
ref_22,,,,,,,,10.1515/psicl-2014-0008,"Dziubalska-Kołaczyk, K. (Ed.) (2014) Poznan studies in contemporary linguistics, Vol. 50; Special volume on linguistic complexity: Editor’s preface (pp. 123–125).",N/A,N/A,N/A,N/A,No,No
ref_23,2016,,135,Fellner,,,,,"Fellner, H. A., & Grestenberger, L. (2016). Greek and Latin verbal governing compounds in *-ā and their prehistory. In B. Simmelkjær, S. Hansen, B. N. Whitehead, T. Olander, & B. A. Olsen (Eds.), Etymology and the European lexicon (pp. 135–149). Wiesbaden: Reichert.",15,15,N/A,N/A,No,Yes
ref_25,2014,20,110,Gamache,,,,,"Gamache, J., & Schmitt, C. (2014). Compounds, learning mechanisms, and the continuity hypothesis in language acquisition. University of Pennsylvania Working Papers in Linguistics, 20, 110–118.",12,12,N/A,N/A,No,Yes
ref_27,2004,,,Haarmann,,,,,"Haarmann, H. (2004). Elementare Wortordnung in den Sprachen der Welt: Dokumentation und Analysen zur Entstehung von Wortfolgemustern. Hamburg: Buske.",N/A,N/A,N/A,N/A,No,No
ref_29,1941,,,Jakobson,,,,,"Jakobson, R. (1941). Kindersprache, Aphasie und Allgemeine Lautgesetze. Uppsala: Almqvist & Wiksell.",21,21,N/A,N/A,No,Yes
ref_35,2000,,,MacWhinney,,,,,"MacWhinney, B. (2000). The CHILDES project: Tools for analyzing talk. Mahwah: Erlbaum.",22,22,N/A,N/A,No,Yes
