reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,,,,,,,,10.1111/prd.12221,,N/A,N/A,N/A,N/A,No,No
ref_2,,,,,,,,10.1111/prd.12105,,N/A,N/A,N/A,N/A,No,No
ref_3,,,,,,,,10.1038/nri3785,,N/A,N/A,N/A,N/A,No,No
ref_4,,,,,,,,10.1111/prd.12085,,N/A,N/A,N/A,N/A,No,No
ref_5,,,,,,,,10.1111/j.1600-0757.2006.00179.x,,N/A,N/A,N/A,N/A,No,No
ref_6,,,,,,,,10.3390/v3060920,,N/A,N/A,N/A,N/A,No,No
ref_7,,,,,,,,10.1038/ni.1863,,N/A,N/A,N/A,N/A,No,No
ref_8,,,,,,,,10.1111/odi.12468,,N/A,N/A,N/A,N/A,No,No
ref_9,,,,,,,,10.1902/jop.2012.120496,,N/A,N/A,N/A,N/A,No,No
ref_10,,,,,,,,10.1128/IAI.01036-12,,N/A,N/A,N/A,N/A,No,No
ref_11,,,,,,,,10.1016/j.cyto.2008.01.006,,N/A,N/A,N/A,N/A,No,No
ref_12,2015,8,6186,Y‐S,Toll‐like receptor 4 gene polymorphism is associated with chronic periodontitis,,,,,N/A,N/A,N/A,N/A,No,No
ref_13,,,,,,,,10.1111/jre.12066,,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.1111/j.1600-051X.2011.01702.x,,N/A,N/A,N/A,N/A,No,No
ref_15,,,,,,,,10.4049/jimmunol.177.12.8296,,N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,10.1111/omi.12165,,N/A,N/A,N/A,N/A,No,No
ref_17,,,,,,,,10.1016/j.jmb.2013.11.024,,N/A,N/A,N/A,N/A,No,No
ref_18,,,,,,,,10.1155/2015/972313,,N/A,N/A,N/A,N/A,No,No
ref_19,,,,,,,,10.1111/j.1601-6343.2007.00399.x,,N/A,N/A,N/A,N/A,No,No
ref_20,,,,,,,,10.1111/jre.12193,,N/A,N/A,N/A,N/A,No,No
ref_21,,,,,,,,10.1111/prd.12024,,N/A,N/A,N/A,N/A,No,No
ref_22,,,,,,,,10.1007/s00784-013-0935-1,,N/A,N/A,N/A,N/A,No,No
ref_23,2018,,,Y,TLR activation inhibits the osteogenic potential of human periodontal ligament stem cells through Akt signaling in a Myd88‐ or TRIF‐dependent manner,,,,,N/A,N/A,N/A,N/A,No,No
ref_24,2016,,205,N,,,,,,N/A,N/A,N/A,N/A,No,No
ref_25,,,,,,,,10.1111/jre.12549,,N/A,N/A,N/A,N/A,No,No
ref_26,,,,,,,,10.1371/journal.pone.0160848,,N/A,N/A,N/A,N/A,No,No
ref_27,,,,,,,,10.1038/s41598-017-12480-7,,N/A,N/A,N/A,N/A,No,No
ref_28,,,,,,,,10.1002/eji.200636483,,N/A,N/A,N/A,N/A,No,No
ref_29,,,,,,,,10.1016/j.imlet.2007.11.014,,N/A,N/A,N/A,N/A,No,No
ref_30,,,,,,,,10.1371/journal.pone.0180073,,N/A,N/A,N/A,N/A,No,No
ref_31,,,,,,,,10.1186/ar1917,,N/A,N/A,N/A,N/A,No,No
ref_32,,,,,,,,10.1016/S0065-2776(08)60509-X,,N/A,N/A,N/A,N/A,No,No
ref_33,,,,,,,,10.1177/154405910708600403,,N/A,N/A,N/A,N/A,No,No
ref_34,,,,,,,,10.1111/j.1600-0463.2009.02532.x,,N/A,N/A,N/A,N/A,No,No
ref_35,,2019,8127301,C,The response of periodontal ligament stem cells to toll‐like receptor 2 agonists is enhanced by soluble CD14,,,,,N/A,N/A,N/A,N/A,No,No
ref_36,,,,,,,,10.4049/jimmunol.178.2.1151,,N/A,N/A,N/A,N/A,No,No
ref_37,,,,,,,,10.1128/IAI.72.9.5041-5051.2004,,N/A,N/A,N/A,N/A,No,No
ref_38,,,,,,,,10.1016/j.cell.2007.09.008,,N/A,N/A,N/A,N/A,No,No
ref_39,,,,,,,,10.1016/j.bbrc.2009.08.062,,N/A,N/A,N/A,N/A,No,No
ref_40,,,,,,,,10.1016/j.immuni.2010.03.012,,N/A,N/A,N/A,N/A,No,No
ref_41,,,,,,,,10.1073/pnas.1510760112,,N/A,N/A,N/A,N/A,No,No
ref_42,2018,,21,O,,,,,,N/A,N/A,N/A,N/A,No,No
ref_43,,,,,,,,10.3389/fimmu.2012.00182,,N/A,N/A,N/A,N/A,No,No
ref_44,,,,,,,,10.2353/ajpath.2006.060180,,N/A,N/A,N/A,N/A,No,No
ref_45,,,,,,,,10.1359/jbmr.1999.14.9.1486,,N/A,N/A,N/A,N/A,No,No
ref_46,,,,,,,,10.1034/j.1600-0722.2003.00051.x,,N/A,N/A,N/A,N/A,No,No
ref_47,,,,,,,,10.1016/j.micpath.2007.03.001,,N/A,N/A,N/A,N/A,No,No
ref_48,,,,,,,,10.1016/j.bone.2004.04.023,,N/A,N/A,N/A,N/A,No,No
ref_49,,,,,,,,10.1002/jcb.23109,,N/A,N/A,N/A,N/A,No,No
ref_50,,,,,,,,10.1089/scd.2014.0127,,N/A,N/A,N/A,N/A,No,No
