reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,,,,,,,,10.1002/sim.1342,,N/A,N/A,N/A,N/A,No,No
ref_2,,,,,,,,10.1099/0022-1317-83-6-1253,,N/A,N/A,N/A,N/A,No,No
ref_3,,,,,,,,10.1016/0025-5564(93)90043-A,,N/A,N/A,N/A,N/A,No,No
ref_4,,,,,,,,10.1080/1027366021000051772,,N/A,N/A,N/A,N/A,No,No
ref_5,,,,,,,,10.1016/S0025-5564(00)00006-7,,N/A,N/A,N/A,N/A,No,No
ref_6,1996,43,191,,,,,,,12,12,N/A,N/A,No,Yes
ref_7,,,,,,,,10.1137/S0036144598335107,,N/A,N/A,N/A,N/A,No,No
ref_8,,,,,,,,10.1016/S0025-5564(02)00099-8,,N/A,N/A,N/A,N/A,No,No
ref_9,,,,,,,,10.1155/2016/4217548,,N/A,N/A,N/A,N/A,No,No
ref_10,,,,,,,,10.1007/s10565-017-9384-y,,N/A,N/A,N/A,N/A,No,No
ref_11,,,,,,,,10.4252/wjsc.v8.i2.56,,N/A,N/A,N/A,N/A,No,No
ref_12,,,,,,,,10.1146/annurev.cellbio.21.012704.131525,,N/A,N/A,N/A,N/A,No,No
ref_13,,,,,,,,10.1126/science.282.5391.1145,,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.1038/nbt1102,,N/A,N/A,N/A,N/A,No,No
ref_15,,,,,,,,10.1016/j.addr.2010.08.008,,N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,10.1097/00003086-200212000-00003,,N/A,N/A,N/A,N/A,No,No
ref_17,,,,,,,,10.1186/1471-2121/7/14,,N/A,N/A,N/A,N/A,No,No
ref_18,,,,,,,,10.1111/j.1365-2184.1980.tb00494.x,,N/A,N/A,N/A,N/A,No,No
ref_19,,,,,,,,10.1111/j.1365-2184.1987.tb01094.x,,N/A,N/A,N/A,N/A,No,No
ref_20,,,,,,,,10.1056/NEJMra022361,,N/A,N/A,N/A,N/A,No,No
ref_21,,,,,,,,10.1016/j.jacc.2006.10.072,,N/A,N/A,N/A,N/A,No,No
ref_22,,,,,,,,10.1161/01.CIR.0000091252.20010.6E,,N/A,N/A,N/A,N/A,No,No
ref_23,,,,,,,,10.1038/nature04960,,N/A,N/A,N/A,N/A,No,No
ref_24,,,,,,,,10.1111/j.1440-1789.2006.00688.x,,N/A,N/A,N/A,N/A,No,No
ref_25,,,,,,,,10.1093/jnen/60.8.741,,N/A,N/A,N/A,N/A,No,No
ref_26,,,,,,,,10.1186/s13287-018-1036-5,,N/A,N/A,N/A,N/A,No,No
ref_27,,,,,,,,10.1001/jama.2009.470,,N/A,N/A,N/A,N/A,No,No
ref_28,,,,,,,,10.1038/nbt1259,,N/A,N/A,N/A,N/A,No,No
ref_29,,,,,,,,10.1016/j.mcm.2010.03.057,,N/A,N/A,N/A,N/A,No,No
ref_30,2016,13,,,,,,,,N/A,N/A,N/A,N/A,No,No
ref_31,,,,,,,,10.1016/j.stem.2007.08.009,,N/A,N/A,N/A,N/A,No,No
ref_32,,,,,,,,10.4161/cc.6.17.4649,,N/A,N/A,N/A,N/A,No,No
ref_33,,,,,,,,10.1051/mmnp/20127199,,N/A,N/A,N/A,N/A,No,No
ref_34,,,,,,,,10.1089/scd.2008.0143,,N/A,N/A,N/A,N/A,No,No
ref_35,,,,,,,,10.1007/s11538-014-9971-5,,N/A,N/A,N/A,N/A,No,No
ref_36,,,,,,,,10.1016/j.amc.2010.10.036,,N/A,N/A,N/A,N/A,No,No
ref_37,,,,,,,,10.1016/j.mcm.2009.04.019,,N/A,N/A,N/A,N/A,No,No
ref_38,,,,,,,,10.1016/j.joems.2013.11.001,,N/A,N/A,N/A,N/A,No,No
