reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,,,,,,,,10.5455/ijhrs.0000000163,"1) El-gohary TM, Al-Shenqiti AM, Ibrahim MI, et al.: Exploring physical performance using basic fitness test among adolescent athletes. IJHRS, 2019, 8: 1–12.",N/A,N/A,N/A,N/A,No,No
ref_2,,,,,,,,10.1589/jpts.30.439,"2) El-Gohary TM, Emara HA, Awadallah MF: Total assessment-reassessment &amp; evaluation using bioKinesiologic (TAREK) approach: case presentation for theoretical formulation. J Phys Ther Sci, 2018, 30: 439–442.",N/A,N/A,N/A,N/A,No,No
ref_3,,,,,,,,10.1016/j.jtumed.2018.03.009,"3) El-gohary TM: Post traumatic cervical anterolithesis: comprehensive evaluation and expert opinion. JTUMS, 2018, 13: 479–482.",N/A,N/A,N/A,N/A,No,No
ref_4,,,,,,,,10.1589/jpts.28.3178,"4) El-Gohary TM, Khaled OA, Ibrahim SR, et al.: Effect of proprioception cross training on repositioning accuracy and balance among healthy individuals. J Phys Ther Sci, 2016, 28: 3178–3182.",N/A,N/A,N/A,N/A,No,No
ref_5,,,,,,,,10.2519/jospt.2012.3838,"5) Teyhen DS, Shaffer SW, Lorenson CL, et al.: The functional movement screen: a reliability study. J Orthop Sports Phys Ther, 2012, 42: 530–540.",N/A,N/A,N/A,N/A,No,No
ref_6,,,,,,,,10.5455/ijhrs.0000000108,"6) El-gohary TM, Al-shenqiti AM, Ibrahim SR: The effect of hands position on balance timing during single-leg-standing test among healthy collegiate physical therapy students. IJHRS, 2016, 5: 100–107.",N/A,N/A,N/A,N/A,No,No
ref_7,,,,,,,,10.5455/ijhrs.0000000100,"7) El-gohary TM, Nassar HA, AL-shenqiti AM, et al.: Static balance ability as an indication of static stability among healthy physical therapy students at Taibah University. IJHRS, 2016, 5: 27–37.",N/A,N/A,N/A,N/A,No,No
ref_8,,,,,,,,10.1016/j.clinbiomech.2004.04.002,"8) Jonsson E, Seiger A, Hirschfeld H: One-leg stance in healthy young and elderly adults: a measure of postural steadiness? Clin Biomech (Bristol, Avon), 2004, 19: 688–694.",N/A,N/A,N/A,N/A,No,No
ref_9,,,,,,,,10.1177/0269215513485591,"9) Miklitsch C, Krewer C, Freivogel S, et al.: Effects of a predefined mini-trampoline training programme on balance, mobility and activities of daily living after stroke: a randomized controlled pilot study. Clin Rehabil, 2013, 27: 939–947.",N/A,N/A,N/A,N/A,No,No
ref_10,,,,,,,,,"10) Gonzalo-Skok O, Serna J, Rhea MR, et al.: Relationships between functional movement tests and performance tests in young elite male basketball players. Int J Sports Phys Ther, 2015, 10: 628–638.",N/A,N/A,N/A,N/A,No,No
ref_11,,,,,,,,10.1249/mss.0b013e3180616b27,"11) Haskell WL, Lee IM, Pate RR, et al.: Physical activity and public health: updated recommendation for adults from the American College of Sports Medicine and the American Heart Association. Med Sci Sports Exerc, 2007, 39: 1423–1434.",N/A,N/A,N/A,N/A,No,No
ref_12,,,,,,,,10.1519/JSC.0000000000001067,"12) Leyk D, Witzki A, Willi G, et al.: Even one is too much: Sole presence of one of the risk factors overweight, lack of exercise, and smoking reduces physical fitness of young soldiers. J Strength Cond Res, 2015, 29: S199–S203.",N/A,N/A,N/A,N/A,No,No
ref_13,,,,,,,,,"13) Zamunér AR, Moreno MA, Camargo TM, et al.: Assessment of subjective perceived exertion at the anaerobic threshold with the Borg CR-10 scale. J Sports Sci Med, 2011, 10: 130–136.",N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.3109/21679169.2014.895041,"14) El-gohary TM, Hellman MA, Ibrahim MI, et al.: Partial versus full range of back extension endurance testing using the Swiss ball in discogenic low back pain patients: a comparative study. Eur J Physiother, 2014, 16: 113–120.",N/A,N/A,N/A,N/A,No,No
ref_15,,,,,,,,10.3233/BMR-169538,"15) El-Gohary TM, Abd Elkader SM, Emara HA, et al.: Right versus left side bridge static endurance ability among healthy collegiate students at Taibah University. J Back Musculoskeletal Rehabil, 2018, 31: 231–237.",N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,10.5455/ijhrs.0000000137,"16) El-gohary TM: Romberg test is a good indicator to reflect the performance of functional outcome measures among elderly: a Saudi experience along with simple biomechanical analysis. IJHRS, 2017, 6: 192–199.",N/A,N/A,N/A,N/A,No,No
ref_17,,,,,,,,10.1016/j.jelekin.2012.05.006,"17) Tanabe H, Fujii K, Kouzaki M: Large postural fluctuations but unchanged postural sway dynamics during tiptoe standing compared to quiet standing. J Electromyogr Kinesiol, 2012, 22: 975–982.",N/A,N/A,N/A,N/A,No,No
ref_18,,,,,,,,,"18) Portney LG, Watkins MP: Foundations of clinical research. Application to practice, 3rd ed. Upper Saddle River: Prentice Hall, 2009.",N/A,N/A,N/A,N/A,No,No
ref_19,,,,,,,,10.5455/ijhrs.0000000144,"19) El-gohary TM, Abdelkader SM: Deconditioning and functional- physical decline: clinical reasoning and clinical judgment using TAREK approach. IJHRS, 2018, 7: 63–68.",N/A,N/A,N/A,N/A,No,No
