reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,2009,1143,114,Algers,Scientific report on the effects of farming systems on dairy cow welfare and disease. Report of the Panel on Animal Health and Welfare,,,,,N/A,N/A,N/A,N/A,No,No
ref_12,2009,11,297,Forkman,"Assessment of animal welfare measures for dairy cattle, beef bulls and veal calves",,,,,12,12,N/A,N/A,No,Yes
ref_16,,,,,,,,,"Kanswohl N and Sanftleben P 2006. Analyse und Bewertung von Hoch- und Tiefboxen für Milchrinder aus arbeitswirtschaftlicher, ethologischer, hygienischer und ökonomischer Sicht. Research Paper of Research Institute of Agriculture and Fisheries of Mecklenburg Vorpommern, Germany. Retrieved on 1 September 2017 from http://www.landwirtschaft-mv.de/Fachinformationen/Tierproduktion/Milcherzeugung/?id=339&processor=processor.sa.lfaforenbeitrag.",N/A,N/A,N/A,N/A,No,No
ref_21,,,,,,,,,"Leisen E 2014. Weidebasierte Milchviehhaltung in Deutschland. In Proceedings of the International Conference on Grasland- and Pasture-based Milk Production, 21–22 August 2014, Zollikofen, Switzerland, pp. 98–101.",N/A,N/A,N/A,N/A,No,No
ref_24,,,,,,,,,"Reijs J, Daatselaar C, Helming J, Jager J and Beldman A 2013. Grazing dairy cows in north-west Europe. LEI Report 2013-001. LEI Wageningen UR, The Hague, The Netherlands.",N/A,N/A,N/A,N/A,No,No
ref_25,,,,,,,,,"Thomet P, Ineichen S and Jörg H 2014. Züchten von Kühen für eine effiziente graslandbasierte Milchproduktion. In Proceedings of the International Conference on Grasland- and Pasture-Based Milk Production, 21–22 August 2014, Zollikofen, Switzerland, pp. 61–70.",N/A,N/A,N/A,N/A,No,No
ref_28,,,,,,,,10.18174/402122,"Van den Pol-van Dasselaar A, de Vliegher A, Hennessy D, Isselstein J and Peyraud J-L 2015. The future of grazing. In Proceedings of the 3rd Meeting of the EGF Working Group ‘Grazing’. Wageningen UR (University and Research Centre) Livestock Research, Livestock Research Report 906, Wageningen, The Netherlands.",15,15,N/A,N/A,No,Yes
ref_31,,,,,,,,,"Weiß D 2014. Imagewirkung von weidenden Kühen. In Proceedings of the International Conference on Grasland- and Pasture-Based Milk Production, 21–22 August 2014, Zollikofen, Switzerland, pp. 43–48.",N/A,N/A,N/A,N/A,No,No
ref_32,2014,17,205,Weinrich,Consumer attitudes in Germany towards different dairy housing systems and their implications for the marketing of pasture raised milk,,,,,12,12,N/A,N/A,No,Yes
ref_33,2012,,,,,,,,,N/A,N/A,N/A,N/A,No,No
