reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,,,,,,,,,"Bromel C, Greene C. Histoplasmosis. In: Greene CE (ed). Clinical microbiology and infectious diseases of the dog and cat. 4th ed. Philadelphia, PA: Saunders, 2012, pp 614–621.",N/A,N/A,N/A,N/A,No,No
ref_2,,,,,,,,10.5326/15473317-32-5-380,,N/A,N/A,N/A,N/A,No,No
ref_3,,,,,,,,10.1053/j.ctsap.2005.07.003,,N/A,N/A,N/A,N/A,No,No
ref_4,,,,,,,,10.5326/JAAHA-MS-5758,,N/A,N/A,N/A,N/A,No,No
ref_5,,,,,,,,10.1111/j.1939-1676.1987.tb02008.x,,N/A,N/A,N/A,N/A,No,No
ref_6,,,,,,,,10.1111/jvim.13962,,N/A,N/A,N/A,N/A,No,No
ref_7,,,,,,,,10.1177/1098612X17746523,,N/A,N/A,N/A,N/A,No,No
ref_8,1999,94,520,M,,,,,,12,12,N/A,N/A,No,Yes
ref_9,1977,13,46,E,,,,,,12,12,N/A,N/A,No,Yes
ref_10,1983,13,32,MEP,,,,,,12,12,N/A,N/A,No,Yes
ref_11,,,,,,,,10.1111/j.1740-8261.1986.tb00002.x,,N/A,N/A,N/A,N/A,No,No
ref_12,1992,19,1991,R,,,,,,12,12,N/A,N/A,No,Yes
ref_13,,,,,,,,10.3899/jrheum.110776,,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.1007/s10067-006-0331-1,,N/A,N/A,N/A,N/A,No,No
ref_15,,,,,,,,10.1007/BF02030251,,N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,10.2106/00004623-200111000-00017,,N/A,N/A,N/A,N/A,No,No
ref_17,2014,,51,R,,,,,,15,15,N/A,N/A,No,Yes
ref_18,,,,,,,,10.1177/1098612X12450121,,N/A,N/A,N/A,N/A,No,No
ref_19,,,,,,,,10.5326/JAAHA-MS-6202,,N/A,N/A,N/A,N/A,No,No
