reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_1,2012,,92,Moshe,,,,10.1145/2229012.2229024,,16,16,N/A,N/A,No,Yes
ref_2,2005,6,1705,Arindam,,,,,,11,11,N/A,N/A,No,Yes
ref_3,,,,,,,,10.1257/mic.20140155,,N/A,N/A,N/A,N/A,No,No
ref_4,,,,,,,,10.1146/annurev-economics-080315-015439,,N/A,N/A,N/A,N/A,No,No
ref_5,,,,,,,,10.1016/j.jet.2012.12.012,,N/A,N/A,N/A,N/A,No,No
ref_6,,,,,,,,10.1016/0041-5553(67)90040-7,,N/A,N/A,N/A,N/A,No,No
ref_7,,,,,,,,10.1175/1520-0493(1950)078<0001:VOFEIT>2.0.CO;2,,N/A,N/A,N/A,N/A,No,No
ref_8,,,,,,,,10.1257/0002828054825493,,N/A,N/A,N/A,N/A,No,No
ref_9,,,,,,,,10.1257/aer.103.1.360,,N/A,N/A,N/A,N/A,No,No
ref_10,,,,,,,,10.1162/003355301556347,,N/A,N/A,N/A,N/A,No,No
ref_11,,,,,,,,10.3390/e10030261,,N/A,N/A,N/A,N/A,No,No
ref_12,,,,,,,,10.1086/677350,,N/A,N/A,N/A,N/A,No,No
ref_13,,,,,,,,10.1257/aer.104.5.457,,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,10.1016/j.geb.2017.05.004,,N/A,N/A,N/A,N/A,No,No
ref_15,,,,,,,,10.1198/016214506000001437,,N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,10.1111/j.2517-6161.1952.tb00104.x,,N/A,N/A,N/A,N/A,No,No
ref_17,,,,,,,,10.1016/j.jet.2018.08.003,,N/A,N/A,N/A,N/A,No,No
ref_18,,,,,,,,10.1257/aer.101.6.2590,,N/A,N/A,N/A,N/A,No,No
ref_19,,,,,,,,10.1002/j.1538-7305.1956.tb03809.x,,N/A,N/A,N/A,N/A,No,No
ref_20,,,,,,,,10.1214/aos/1176350818,,N/A,N/A,N/A,N/A,No,No
ref_21,,,,,,,,10.1111/1468-0262.00096,,N/A,N/A,N/A,N/A,No,No
ref_22,,,,,,,,10.1214/aos/1176347398,,N/A,N/A,N/A,N/A,No,No
ref_23,,,,,,,,10.1016/S0304-3932(03)00029-1,,N/A,N/A,N/A,N/A,No,No
ref_24,,,,,,,,10.3982/ECTA13636,,N/A,N/A,N/A,N/A,No,No
