reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b0,10.1071/zo9540009,1954,An Outline Of The Dynamics Of Animal Populations.,https://w3id.org/oc/meta/id/06940924765,https://w3id.org/oc/meta/ar/068014339225,https://w3id.org/oc/meta/re/06802439064,https://w3id.org/oc/meta/br/067061583,http://purl.org/spar/fabio/JournalArticle
b1,10.1038/287017a0,1980-09,Nicholson's Blowflies Revisited,https://w3id.org/oc/meta/id/06940336115,https://w3id.org/oc/meta/ar/06501323000,https://w3id.org/oc/meta/re/0650237434,https://w3id.org/oc/meta/br/0626015797,http://purl.org/spar/fabio/JournalArticle
b2,10.1016/j.jde.2017.02.042,2017-07,Periodic Solutions For A Non-Monotone Family Of Delayed Differential Equations With Applications To Nicholson Systems,https://w3id.org/oc/meta/id/0691063048,https://w3id.org/oc/meta/ar/06601221035,https://w3id.org/oc/meta/re/0660214500,https://w3id.org/oc/meta/br/0660337091,http://purl.org/spar/fabio/JournalArticle
b3,10.1016/j.apm.2012.10.056,2013-04,The Positive Periodic Solution For Nicholson-type Delay System With Linear Harvesting Terms,https://w3id.org/oc/meta/id/062605667845,https://w3id.org/oc/meta/ar/062104389487,https://w3id.org/oc/meta/re/06210805413,https://w3id.org/oc/meta/br/062101018327,http://purl.org/spar/fabio/JournalArticle
b4,10.1016/j.nonrwa.2010.12.009,2011-08,Permanence For Nicholson-type Delay Systems With Nonlinear Density-Dependent Mortality Terms,https://w3id.org/oc/meta/id/0680795268,https://w3id.org/oc/meta/ar/06803100693,https://w3id.org/oc/meta/re/0680557371,https://w3id.org/oc/meta/br/0680742672,http://purl.org/spar/fabio/JournalArticle
b5,10.1007/s10884-014-9381-2,2014-07-22,"Persistence, Permanence And Global Stability For An $$N$$ N -Dimensional Nicholson System",https://w3id.org/oc/meta/id/06206001810,https://w3id.org/oc/meta/ar/0618012035290,https://w3id.org/oc/meta/re/061802251507,https://w3id.org/oc/meta/br/061802884966,http://purl.org/spar/fabio/JournalArticle
b6,10.1016/j.tpb.2006.12.006,2007-05,Establishing A Beachhead: A Stochastic Population Model With An Allee Effect Applied To Species Invasion,https://w3id.org/oc/meta/id/06580678300,https://w3id.org/oc/meta/ar/06209416878,https://w3id.org/oc/meta/re/06201649655,https://w3id.org/oc/meta/br/06202208582,http://purl.org/spar/fabio/JournalArticle
b7,10.1142/s021949370500133x,2005-06,Delay Population Dynamics And Environmental Noise,https://w3id.org/oc/meta/id/062301141525,https://w3id.org/oc/meta/ar/062304658072,https://w3id.org/oc/meta/re/06230866530,https://w3id.org/oc/meta/br/062301096319,http://purl.org/spar/fabio/JournalArticle
b9,10.1214/17-aap1347,2018-06-01,Coexistence And Extinction For Stochastic Kolmogorov Systems,https://w3id.org/oc/meta/id/061401361602,https://w3id.org/oc/meta/ar/061405863490,,https://w3id.org/oc/meta/br/061401317375,http://purl.org/spar/fabio/JournalArticle
b10,10.1142/s0219530511001868,2011-07,Dynamics Of A Stochastic Ratio-Dependent Predator-Prey Model,https://w3id.org/oc/meta/id/06520488597,https://w3id.org/oc/meta/ar/06104749669,https://w3id.org/oc/meta/re/0610891027,https://w3id.org/oc/meta/br/06101115373,http://purl.org/spar/fabio/JournalArticle
b11,10.1016/j.jde.2015.08.024,2015-12,A Stochastic SIRS Epidemic Model With Infectious Force Under Intervention Strategies,https://w3id.org/oc/meta/id/0670399875,https://w3id.org/oc/meta/ar/06701192771,https://w3id.org/oc/meta/re/0670208907,https://w3id.org/oc/meta/br/0670334327,http://purl.org/spar/fabio/JournalArticle
b13,10.1016/j.physa.2017.11.137,2018-02,Stochastic Persistence And Stationary Distribution In An SIS Epidemic Model With Media Coverage,https://w3id.org/oc/meta/id/061405537301,https://w3id.org/oc/meta/ar/063013743395,https://w3id.org/oc/meta/re/06302351412,https://w3id.org/oc/meta/br/06303255670,http://purl.org/spar/fabio/JournalArticle
b14,10.1186/s13662-018-1925-z,2018-12,Global Threshold Dynamics Of A Stochastic Epidemic Model Incorporating Media Coverage,https://w3id.org/oc/meta/id/0676054166,https://w3id.org/oc/meta/ar/06240582901,,https://w3id.org/oc/meta/br/062201542,http://purl.org/spar/fabio/JournalArticle
b15,10.1016/j.physa.2017.05.083,2017-11,A Stochastic SIS Epidemic Model With Vaccination,https://w3id.org/oc/meta/id/06860653271,https://w3id.org/oc/meta/ar/063013745939,https://w3id.org/oc/meta/re/06302352015,https://w3id.org/oc/meta/br/06303255676,http://purl.org/spar/fabio/JournalArticle
