reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b2,10.1017/cbo9780511486210,2001-05-28,Morphological Productivity,https://w3id.org/oc/meta/id/061502926558,https://w3id.org/oc/meta/ar/0615012764337,,,http://purl.org/spar/fabio/Expression
b3,10.1093/acprof:oso/9780198747062.001.0001,2013-08-29,The Oxford Reference Guide To English Morphology,https://w3id.org/oc/meta/id/06380510925,https://w3id.org/oc/meta/ar/0623010872623,,,http://purl.org/spar/fabio/Expression
b4,10.1075/tilar.3.05ber,2004,Between Emergence And Mastery,https://w3id.org/oc/meta/id/062405093563,https://w3id.org/oc/meta/ar/066013983860,https://w3id.org/oc/meta/re/06602425161,https://w3id.org/oc/meta/br/06603316230,http://purl.org/spar/fabio/BookChapter
b7,10.1093/acprof:oso/9780199263936.001.0001,2013-10-03,Structuring Sense: Volume III: Taking Form,https://w3id.org/oc/meta/id/062504897141,https://w3id.org/oc/meta/ar/0613012731547,,,http://purl.org/spar/fabio/Expression
b8,10.1007/s11525-009-9127-8,2008-10,Clausal Order And The Acquisition Of Dutch Deverbal Compounds,https://w3id.org/oc/meta/id/061202995854,https://w3id.org/oc/meta/ar/0612013003208,https://w3id.org/oc/meta/re/061202383008,https://w3id.org/oc/meta/br/061203132904,http://purl.org/spar/fabio/JournalArticle
b11,10.1016/0010-0277(82)90027-0,1982-07,Learning To Coin Agent And Instrument Nouns,https://w3id.org/oc/meta/id/063801015871,https://w3id.org/oc/meta/ar/06301892725,https://w3id.org/oc/meta/re/0630334303,https://w3id.org/oc/meta/br/0630489099,http://purl.org/spar/fabio/JournalArticle
b12,10.1515/ling.1986.24.1.7,1986,Coining Complex Compounds In English: Affixes And Word Order In Acquisition,https://w3id.org/oc/meta/id/06601619401,https://w3id.org/oc/meta/ar/06606968490,,https://w3id.org/oc/meta/br/06601585378,http://purl.org/spar/fabio/JournalArticle
b13,10.1075/lald.61.07dab,2017-10-25,Chapter 6. The Early Production Of Compounds In Lithuanian,https://w3id.org/oc/meta/id/06802713558,https://w3id.org/oc/meta/ar/068012465528,https://w3id.org/oc/meta/re/06802109999,https://w3id.org/oc/meta/br/06802873304,http://purl.org/spar/fabio/BookChapter
b14,10.1159/000021479,1999,Morphological Representationin Specific Language Impairment:Evidence From Greek Word Formation,https://w3id.org/oc/meta/id/06603215353,https://w3id.org/oc/meta/ar/066014475903,https://w3id.org/oc/meta/re/06602496621,https://w3id.org/oc/meta/br/062059027,http://purl.org/spar/fabio/JournalArticle
b17,10.1007/1-4020-3596-9_11,2005,Word-Formation In Natural Morphology,https://w3id.org/oc/meta/id/06403280284,https://w3id.org/oc/meta/ar/064014738815,https://w3id.org/oc/meta/re/06402543024,https://w3id.org/oc/meta/br/0614060041,http://purl.org/spar/fabio/BookChapter
b18,10.1163/9780080548692_009,2007,8: Productivity In Word Formation,https://w3id.org/oc/meta/id/06620864452,https://w3id.org/oc/meta/ar/0625012333870,https://w3id.org/oc/meta/re/062502258082,https://w3id.org/oc/meta/br/062502931996,http://purl.org/spar/fabio/BookChapter
b21,10.1515/psicl-2014-0008,2014-01-21,Special Volume On Linguistic Complexity: Editor's Preface,https://w3id.org/oc/meta/id/06750428006,https://w3id.org/oc/meta/ar/062606848265,,https://w3id.org/oc/meta/br/062601574318,http://purl.org/spar/fabio/JournalArticle
b23,10.1075/cilt.311.17gae,2010,Synthetic Compounds,https://w3id.org/oc/meta/id/06820339657,https://w3id.org/oc/meta/ar/0619012156229,https://w3id.org/oc/meta/re/061902246648,https://w3id.org/oc/meta/br/061902902596,http://purl.org/spar/fabio/BookChapter
b25,10.1006/brln.2001.2609,2002-03,Recency Effects For Meaning And Form In Word Selection,https://w3id.org/oc/meta/id/06503249715,https://w3id.org/oc/meta/ar/065014597362,https://w3id.org/oc/meta/re/06502525009,https://w3id.org/oc/meta/br/0615063528,http://purl.org/spar/fabio/JournalArticle
b27,10.3726/b11246_47,2017,Morphosyntactic Sources For Nominal Synthetic Compounds In English And Greek,https://w3id.org/oc/meta/id/062502027969,https://w3id.org/oc/meta/ar/062508947702,https://w3id.org/oc/meta/re/062501657245,https://w3id.org/oc/meta/br/062502002017,http://purl.org/spar/fabio/JournalArticle
b29,10.1075/lald.61.04kaz,2017-10-25,Chapter 3. Acquisition Of Nominal Compounds In Russian,https://w3id.org/oc/meta/id/06720410107,https://w3id.org/oc/meta/ar/067012377574,https://w3id.org/oc/meta/re/06702108503,https://w3id.org/oc/meta/br/06702857401,http://purl.org/spar/fabio/BookChapter
b30,10.1017/s0305000905007130,2005-11,Asymmetries In The Acquisition Of Word-Initial And Word-Final Consonant Clusters,https://w3id.org/oc/meta/id/0690247250,https://w3id.org/oc/meta/ar/0690491663,https://w3id.org/oc/meta/re/069085022,https://w3id.org/oc/meta/br/0690177115,http://purl.org/spar/fabio/JournalArticle
b31,10.1017/s0305000998003407,1998-06,The Acquisition Of Plural Marking In English And German Revisited: Schemata Versus Rules,https://w3id.org/oc/meta/id/06704211203,https://w3id.org/oc/meta/ar/062015613998,https://w3id.org/oc/meta/re/06202685890,https://w3id.org/oc/meta/br/06203931733,http://purl.org/spar/fabio/JournalArticle
b32,10.1075/cilt.311.11lie,2010,On The Lexical Semantics Of Compounds,https://w3id.org/oc/meta/id/06820339853,https://w3id.org/oc/meta/ar/0619012155286,https://w3id.org/oc/meta/re/061902246269,https://w3id.org/oc/meta/br/061902902217,http://purl.org/spar/fabio/BookChapter
b33,10.1075/la.229.17lie,2016-06-24,On The Interplay Of Facts And Theory,https://w3id.org/oc/meta/id/062502440010,https://w3id.org/oc/meta/ar/0625010779088,https://w3id.org/oc/meta/re/062501958549,https://w3id.org/oc/meta/br/062502489108,http://purl.org/spar/fabio/BookChapter
b37,10.1075/ml.4.2.05nag,2009-11-11,Why Are Noun-Verb-er Compounds So Difficult For English-speaking Children?,https://w3id.org/oc/meta/id/06905554920,https://w3id.org/oc/meta/ar/062308350785,https://w3id.org/oc/meta/re/062301563678,https://w3id.org/oc/meta/br/062301903691,http://purl.org/spar/fabio/JournalArticle
b39,10.1017/s0305000912000748,2013-03-26,The Comparative Method Of Language Acquisition Research: A Mayan Case Study,https://w3id.org/oc/meta/id/0680238257,https://w3id.org/oc/meta/ar/0680479755,https://w3id.org/oc/meta/re/068082997,https://w3id.org/oc/meta/br/0680172544,http://purl.org/spar/fabio/JournalArticle
b40,10.1553/0x00237d8b,2010,Carmens Erwerb Der Deutschen Wortbildung,https://w3id.org/oc/meta/id/061704991604,https://w3id.org/oc/meta/ar/062508643242,,,http://purl.org/spar/fabio/Expression
b41,10.1007/978-94-007-4960-3,2013,Compounding In Modern Greek,https://w3id.org/oc/meta/id/061504672137,https://w3id.org/oc/meta/ar/06501740509,,https://w3id.org/oc/meta/br/0650442411,http://purl.org/spar/fabio/Expression
