reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b0,10.1109/tct.1971.1083337,1971,Memristor-The Missing Circuit Element,https://w3id.org/oc/meta/id/061605189215,https://w3id.org/oc/meta/ar/061605748306,https://w3id.org/oc/meta/re/061601100558,https://w3id.org/oc/meta/br/063030660,http://purl.org/spar/fabio/JournalArticle
b1,10.1109/proc.1976.10092,1976,Memristive Devices And Systems,https://w3id.org/oc/meta/id/06140745849,https://w3id.org/oc/meta/ar/061402941841,https://w3id.org/oc/meta/re/06140521012,https://w3id.org/oc/meta/br/0621011627,http://purl.org/spar/fabio/JournalArticle
b2,10.1002/cta.4490020406,1974-12,A Memristive Circuit Model For P-N Junction Diodes,https://w3id.org/oc/meta/id/06530422995,https://w3id.org/oc/meta/ar/06260941474,https://w3id.org/oc/meta/re/06260170848,https://w3id.org/oc/meta/br/06260282237,http://purl.org/spar/fabio/JournalArticle
b3,10.1038/nature06932,2008-05-01,The Missing Memristor Found,https://w3id.org/oc/meta/id/0640417782,https://w3id.org/oc/meta/ar/06401319418,https://w3id.org/oc/meta/re/0640231862,https://w3id.org/oc/meta/br/0640356132,http://purl.org/spar/fabio/JournalArticle
b4,10.1021/nl904092h,2010-03-01,Nanoscale Memristor Device As Synapse In Neuromorphic Systems,https://w3id.org/oc/meta/id/061304913104,https://w3id.org/oc/meta/ar/061606382890,https://w3id.org/oc/meta/re/061601218454,https://w3id.org/oc/meta/br/061601483208,http://purl.org/spar/fabio/JournalArticle
b5,10.1002/smll.201300810,2013-08-19,Bioengineered Tunable Memristor Based On Protein Nanocage,https://w3id.org/oc/meta/id/06702316766,https://w3id.org/oc/meta/ar/067010537793,https://w3id.org/oc/meta/re/06701816212,https://w3id.org/oc/meta/br/061046901,http://purl.org/spar/fabio/JournalArticle
b6,10.1109/tnnls.2012.2204770,2012-09,Memristor Bridge Synapse-Based Neural Network And Its Learning,https://w3id.org/oc/meta/id/06770835377,https://w3id.org/oc/meta/ar/062407811118,https://w3id.org/oc/meta/re/062401454351,https://w3id.org/oc/meta/br/062401756506,http://purl.org/spar/fabio/JournalArticle
b7,10.1088/0143-0807/30/4/001,2009-05-05,The Elusive Memristor: Properties Of Basic Electrical Circuits,https://w3id.org/oc/meta/id/06306202961,https://w3id.org/oc/meta/ar/062502300944,https://w3id.org/oc/meta/re/06250405219,https://w3id.org/oc/meta/br/06250559933,http://purl.org/spar/fabio/JournalArticle
b8,10.1063/1.4794794,2013-03,Compound Synchronization Of Four Memristor Chaotic Oscillator Systems And Secure Communication,https://w3id.org/oc/meta/id/06604433450,https://w3id.org/oc/meta/ar/061605652924,https://w3id.org/oc/meta/re/061601079947,https://w3id.org/oc/meta/br/061601320682,http://purl.org/spar/fabio/JournalArticle
