reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b0,10.1016/j.carbpol.2015.03.036,2015-08,"The Role Of Cellulosic Chains Of Cotton In Biosynthesis Of ZnO Nanorods Producing Multifunctional Properties: Mechanism, Characterizations And Features",https://w3id.org/oc/meta/id/06840173172,https://w3id.org/oc/meta/ar/0670436258,https://w3id.org/oc/meta/re/067075918,https://w3id.org/oc/meta/br/0670164568,http://purl.org/spar/fabio/JournalArticle
b1,10.1039/c6ra27036k,2017,Sustainable Oleic And Stearic Acid Based Biodegradable Surfactants,https://w3id.org/oc/meta/id/06510446551,https://w3id.org/oc/meta/ar/061504165726,https://w3id.org/oc/meta/re/06150772408,https://w3id.org/oc/meta/br/0624018976,http://purl.org/spar/fabio/JournalArticle
b2,10.1016/j.pmatsci.2010.04.003,2011-01,"Natural And Biomimetic Artificial Surfaces For Superhydrophobicity, Self-Cleaning, Low Adhesion, And Drag Reduction",https://w3id.org/oc/meta/id/06501231589,https://w3id.org/oc/meta/ar/06505075936,https://w3id.org/oc/meta/re/0650953831,https://w3id.org/oc/meta/br/06501184605,http://purl.org/spar/fabio/JournalArticle
b3,10.1016/j.polymertesting.2018.09.033,2018-12,"Lightweight, Mechanical Robust Foam With A Herringbone-Like Porous Structure For Oil/Water Separation And Filtering",https://w3id.org/oc/meta/id/06880217302,https://w3id.org/oc/meta/ar/061302281240,https://w3id.org/oc/meta/re/06130402917,https://w3id.org/oc/meta/br/06130554807,http://purl.org/spar/fabio/JournalArticle
b4,10.1016/j.coco.2017.03.003,2017-06,Acid And Temperature Dual-Responsive Cotton Fabrics With Polymer Coating,https://w3id.org/oc/meta/id/06910791812,https://w3id.org/oc/meta/ar/062105676883,https://w3id.org/oc/meta/re/062101065226,https://w3id.org/oc/meta/br/062101309054,http://purl.org/spar/fabio/JournalArticle
b5,10.1021/acssuschemeng.7b02549,2017-11-03,Sustainable And Biodegradable Superhydrophobic Coating From Epoxidized Soybean Oil And ZnO Nanoparticles On Cellulosic Substrates For Efficient Oil/Water Separation,https://w3id.org/oc/meta/id/062901301100,https://w3id.org/oc/meta/ar/0612010419457,https://w3id.org/oc/meta/re/061201898899,https://w3id.org/oc/meta/br/061202387093,http://purl.org/spar/fabio/JournalArticle
b6,10.1016/j.carbpol.2018.07.046,2018-11,Cellulose Nanocrystal Coated Cotton Fabric With Superhydrophobicity For Efficient Oil/Water Separation,https://w3id.org/oc/meta/id/061104605683,https://w3id.org/oc/meta/ar/0630464189,https://w3id.org/oc/meta/re/063077477,https://w3id.org/oc/meta/br/0630160410,http://purl.org/spar/fabio/JournalArticle
b7,10.1016/j.polymertesting.2018.01.005,2018-04,Biobased Super-Hydrophobic Coating On Cotton Fabric Fabricated By Spray-Coating For Efficient Oil/Water Separation,https://w3id.org/oc/meta/id/062701157900,https://w3id.org/oc/meta/ar/061302283198,https://w3id.org/oc/meta/re/06130403252,https://w3id.org/oc/meta/br/06130554813,http://purl.org/spar/fabio/JournalArticle
b8,10.1007/s10570-019-02267-6,2019-01-24,Robust And Durable Superhydrophobic Cotton Fabrics Via A One-Step Solvothermal Method For Efficient Oil/Water Separation,https://w3id.org/oc/meta/id/061801847105,https://w3id.org/oc/meta/ar/061807938506,https://w3id.org/oc/meta/re/061801515946,https://w3id.org/oc/meta/br/061801824187,http://purl.org/spar/fabio/JournalArticle
