reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b0,10.1016/j.spinee.2007.10.005,2008-01,A Systematic Review Of Low Back Pain Cost Of Illness Studies In The United States And Internationally,https://w3id.org/oc/meta/id/065201220163,https://w3id.org/oc/meta/ar/062501093148,https://w3id.org/oc/meta/re/06250194793,https://w3id.org/oc/meta/br/06250294786,http://purl.org/spar/fabio/JournalArticle
b1,10.1002/art.34347,2012-05-25,A Systematic Review Of The Global Prevalence Of Low Back Pain,https://w3id.org/oc/meta/id/06620399993,https://w3id.org/oc/meta/ar/0625012865427,https://w3id.org/oc/meta/re/062502348582,https://w3id.org/oc/meta/br/062503091766,http://purl.org/spar/fabio/JournalArticle
b3,10.1016/j.jmpt.2012.12.012,2013-10,"The Effect Of Core Stability Exercises On Variations In Acceleration Of Trunk Movement, Pain, And Disability During An Episode Of Acute Nonspecific Low Back Pain: A Pilot Clinical Trial",https://w3id.org/oc/meta/id/0645025856,https://w3id.org/oc/meta/ar/06450130344,https://w3id.org/oc/meta/re/0645024632,https://w3id.org/oc/meta/br/0645027505,http://purl.org/spar/fabio/JournalArticle
b4,10.1016/j.jbmt.2011.02.004,2012-01,Visceral Mobilization Can Lyse And Prevent Peritoneal Adhesions In A Rat Model,https://w3id.org/oc/meta/id/061501039336,https://w3id.org/oc/meta/ar/061504260544,https://w3id.org/oc/meta/re/06150789316,https://w3id.org/oc/meta/br/06150996463,http://purl.org/spar/fabio/JournalArticle
b5,10.1016/j.ijosm.2009.10.002,2010-03,The Effect Of Osteopathic Treatment On Chronic Constipation – A Pilot Study,https://w3id.org/oc/meta/id/06902363966,https://w3id.org/oc/meta/ar/069010338453,https://w3id.org/oc/meta/re/06901907305,https://w3id.org/oc/meta/br/06902411785,http://purl.org/spar/fabio/JournalArticle
b6,10.1097/ajp.0b013e31815d3601,2008-03,How Common Is Back Pain In Women With Gastrointestinal Problems?,https://w3id.org/oc/meta/id/06460769198,https://w3id.org/oc/meta/ar/061605297773,https://w3id.org/oc/meta/re/061601015302,https://w3id.org/oc/meta/br/061601246422,http://purl.org/spar/fabio/JournalArticle
b7,10.1016/s0004-9514(06)70057-5,2006,Disorders Of Breathing And Continence Have A Stronger Association With Back Pain Than Obesity And Physical Activity,https://w3id.org/oc/meta/id/0680591065,https://w3id.org/oc/meta/ar/0626014400779,https://w3id.org/oc/meta/re/0680376618,https://w3id.org/oc/meta/br/0680533476,http://purl.org/spar/fabio/JournalArticle
b8,10.1016/j.foot.2012.03.006,2012-09,The Relationship Between Foot Motion And Lumbopelvic–Hip Function: A Review Of The Literature,https://w3id.org/oc/meta/id/064901324246,https://w3id.org/oc/meta/ar/061604410449,https://w3id.org/oc/meta/re/06160828094,https://w3id.org/oc/meta/br/061601041099,http://purl.org/spar/fabio/JournalArticle
b10,10.1136/gut.47.suppl_4.iv56,2000-12-01,Visceral Pain---Central Sensitisation,https://w3id.org/oc/meta/id/06403517761,https://w3id.org/oc/meta/ar/064015731324,https://w3id.org/oc/meta/re/06402654446,https://w3id.org/oc/meta/br/06503917188,http://purl.org/spar/fabio/JournalArticle
b11,10.1016/j.jbmt.2012.12.004,2013-07,Does The Addition Of Visceral Manipulation Improve Outcomes For Patients With Low Back Pain? Rationale And Study Protocol,https://w3id.org/oc/meta/id/06620806741,https://w3id.org/oc/meta/ar/061504259948,https://w3id.org/oc/meta/re/06150789186,https://w3id.org/oc/meta/br/06150996456,http://purl.org/spar/fabio/JournalArticle
b13,10.1002/art.20063,2004,Evidence Of Augmented Central Pain Processing In Idiopathic Chronic Low Back Pain,https://w3id.org/oc/meta/id/061805987888,https://w3id.org/oc/meta/ar/0615012891478,https://w3id.org/oc/meta/re/061502361403,https://w3id.org/oc/meta/br/061103496230,http://purl.org/spar/fabio/JournalArticle
b14,10.1002/ejp.614,2014-11-07,Does The Addition Of Visceral Manipulation Alter Outcomes For Patients With Low Back Pain? A Randomized Placebo Controlled Trial,https://w3id.org/oc/meta/id/06620155912,https://w3id.org/oc/meta/ar/061102284469,https://w3id.org/oc/meta/re/06110409653,https://w3id.org/oc/meta/br/06110570083,http://purl.org/spar/fabio/JournalArticle
b15,10.1016/j.jbmt.2012.02.004,2012-10,The Immediate Effects Of Sigmoid Colon Manipulation On Pressure Pain Thresholds In The Lumbar Spine,https://w3id.org/oc/meta/id/06370612528,https://w3id.org/oc/meta/ar/061504260300,https://w3id.org/oc/meta/re/06150789257,https://w3id.org/oc/meta/br/06150996460,http://purl.org/spar/fabio/JournalArticle
b16,10.1016/j.jbmt.2012.02.001,2012-07,Low Back Pain And Kidney Mobility: Local Osteopathic Fascial Manipulation Decreases Pain Perception And Improves Renal Mobility,https://w3id.org/oc/meta/id/06370612651,https://w3id.org/oc/meta/ar/061504260319,https://w3id.org/oc/meta/re/06150789261,https://w3id.org/oc/meta/br/06150996461,http://purl.org/spar/fabio/JournalArticle
b17,10.7326/m17-0046,2017-06-20,CONSORT Statement For Randomized Trials Of Nonpharmacologic Treatments: A 2017 Update And A CONSORT Extension For Nonpharmacologic Trial Abstracts,https://w3id.org/oc/meta/id/06805648789,https://w3id.org/oc/meta/ar/06106617798,https://w3id.org/oc/meta/re/06101259397,https://w3id.org/oc/meta/br/06203904508,http://purl.org/spar/fabio/JournalArticle
b18,10.1007/s00586-010-1502-y,2010-07-03,An Updated Overview Of Clinical Guidelines For The Management Of Non-Specific Low Back Pain In Primary Care,https://w3id.org/oc/meta/id/06430651696,https://w3id.org/oc/meta/ar/0616011515287,https://w3id.org/oc/meta/re/061602112601,https://w3id.org/oc/meta/br/061602725493,http://purl.org/spar/fabio/JournalArticle
b19,10.1097/01.brs.0000164099.92112.29,2005-06,Responsiveness Of The Numeric Pain Rating Scale In Patients With Low Back Pain,https://w3id.org/oc/meta/id/06706076432,https://w3id.org/oc/meta/ar/06160134976,https://w3id.org/oc/meta/re/0616027710,https://w3id.org/oc/meta/br/0616096524,http://purl.org/spar/fabio/JournalArticle
b20,10.1080/09638280400018411,2005-05-20,"The Modified – Modified Schober Test For Range Of Motion Assessment Of Lumbar Flexion In Patients With Low Back Pain: A Study Of Criterion Validity, Intra- And Inter-Rater Reliability And Minimum Metrically Detectable Change",https://w3id.org/oc/meta/id/06820826326,https://w3id.org/oc/meta/ar/06102789649,https://w3id.org/oc/meta/re/0610489942,https://w3id.org/oc/meta/br/0610667218,http://purl.org/spar/fabio/JournalArticle
b21,10.1590/s0100-879x2001000200007,2001-02,"Translation, Adaptation And Validation Of The Roland-Morris Questionnaire - Brazil Roland-Morris",https://w3id.org/oc/meta/id/06504074708,https://w3id.org/oc/meta/ar/06309714761,https://w3id.org/oc/meta/re/06301682313,https://w3id.org/oc/meta/br/063040307,http://purl.org/spar/fabio/JournalArticle
b22,10.2519/jospt.2012.3727,2012-01,"The Patient-Specific Functional Scale: Psychometrics, Clinimetrics, And Application As A Clinical Outcome Measure",https://w3id.org/oc/meta/id/062203820699,https://w3id.org/oc/meta/ar/06501567111,https://w3id.org/oc/meta/re/0650260765,https://w3id.org/oc/meta/br/0650402399,http://purl.org/spar/fabio/JournalArticle
b23,10.1097/brs.0b013e3181849dbe,2008-10,Clinimetric Testing Of Three Self-report Outcome Measures For Low Back Pain Patients In Brazil,https://w3id.org/oc/meta/id/0690174094,https://w3id.org/oc/meta/ar/0690135970,https://w3id.org/oc/meta/re/069029106,https://w3id.org/oc/meta/br/0690102735,http://purl.org/spar/fabio/JournalArticle
b24,10.3138/ptc.47.4.258,1995-10,Assessing Disability And Change On Individual Patients: A Report Of A Patient Specific Measure,https://w3id.org/oc/meta/id/062101316443,https://w3id.org/oc/meta/ar/062105534205,https://w3id.org/oc/meta/re/062101040202,https://w3id.org/oc/meta/br/062101280176,http://purl.org/spar/fabio/JournalArticle
b25,10.1016/j.math.2014.07.004,2015-02,Exercise Therapy For Chronic Musculoskeletal Pain: Innovation By Altering Pain Memories,https://w3id.org/oc/meta/id/062604215727,https://w3id.org/oc/meta/ar/061704095175,https://w3id.org/oc/meta/re/06170751886,https://w3id.org/oc/meta/br/06170963288,http://purl.org/spar/fabio/JournalArticle
b26,10.2519/jospt.2012.42.4.a1,2012-04,Low Back Pain,https://w3id.org/oc/meta/id/06630396621,https://w3id.org/oc/meta/ar/06401565657,https://w3id.org/oc/meta/re/0640261667,https://w3id.org/oc/meta/br/061106320,http://purl.org/spar/fabio/JournalArticle
b27,10.1186/1471-2474-10-151,2009-12,Ultrasound Evidence Of Altered Lumbar Connective Tissue Structure In Human Subjects With Chronic Low Back Pain,https://w3id.org/oc/meta/id/0659045899,https://w3id.org/oc/meta/ar/061601771398,,https://w3id.org/oc/meta/br/06160461367,http://purl.org/spar/fabio/JournalArticle
