reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b1,10.1016/j.eja.2018.06.001,2018-09,Simulating Plant Water Stress Dynamics In A Wide Range Of Bi-Specific Agrosystems In A Region Using The BISWAT Model,https://w3id.org/oc/meta/id/06730711232,https://w3id.org/oc/meta/ar/061509442730,https://w3id.org/oc/meta/re/061501783810,https://w3id.org/oc/meta/br/061502136863,http://purl.org/spar/fabio/JournalArticle
b2,10.1016/j.envsoft.2016.09.001,2016-12,A Framework To Use Crop Models For Multi-Objective Constrained Optimization Of Irrigation Strategies,https://w3id.org/oc/meta/id/061905120866,https://w3id.org/oc/meta/ar/06240720246,https://w3id.org/oc/meta/re/06240124446,https://w3id.org/oc/meta/br/06240214337,http://purl.org/spar/fabio/JournalArticle
b3,10.1016/j.automatica.2017.03.012,2017-07,On Turnpike And Dissipativity Properties Of Continuous-Time Optimal Control Problems,https://w3id.org/oc/meta/id/06902889109,https://w3id.org/oc/meta/ar/069012491356,https://w3id.org/oc/meta/re/06902296415,https://w3id.org/oc/meta/br/06903049896,http://purl.org/spar/fabio/JournalArticle
b4,10.1007/bf00939441,1987-08,A New Sufficient Condition For Most Rapid Approach Paths,https://w3id.org/oc/meta/id/06201425846,https://w3id.org/oc/meta/ar/06206024328,https://w3id.org/oc/meta/re/06201138247,https://w3id.org/oc/meta/br/06201388159,http://purl.org/spar/fabio/JournalArticle
b6,10.1016/j.agwat.2018.06.029,2018-09,Optimization Of Irrigation Scheduling For Spring Wheat Based On Simulation-Optimization Model Under Uncertainty,https://w3id.org/oc/meta/id/06940388713,https://w3id.org/oc/meta/ar/06303518444,https://w3id.org/oc/meta/re/0630631437,https://w3id.org/oc/meta/br/0630828545,http://purl.org/spar/fabio/JournalArticle
b7,10.2316/p.2011.715-093,2011,Irrigation Optimization By Modeling Of Plant-Soil Interaction,https://w3id.org/oc/meta/id/06890825989,https://w3id.org/oc/meta/ar/0621012564500,,https://w3id.org/oc/meta/br/062102999663,http://purl.org/spar/fabio/ProceedingsPaper
b9,10.1016/j.ecolmodel.2017.10.003,2017-12,A Dynamical Systems Framework For Crop Models: Toward Optimal Fertilization And Irrigation Strategies Under Climatic Variability,https://w3id.org/oc/meta/id/06905891237,https://w3id.org/oc/meta/ar/064011683380,https://w3id.org/oc/meta/re/06402039338,https://w3id.org/oc/meta/br/06402788055,http://purl.org/spar/fabio/JournalArticle
b10,10.1137/1.9781611973273.4,2013-07-08,Optimal Control Of Crop Irrigation Based On The Hamilton-Jacobi-Bellman Equation,https://w3id.org/oc/meta/id/06440590511,https://w3id.org/oc/meta/ar/069011538810,https://w3id.org/oc/meta/re/06902120162,https://w3id.org/oc/meta/br/06902753912,http://purl.org/spar/fabio/BookChapter
b11,10.1051/cocv:2003039,2003-09-01,Turnpike Theorems By A Value Function Approach,https://w3id.org/oc/meta/id/06630428046,https://w3id.org/oc/meta/ar/062506645522,https://w3id.org/oc/meta/re/062501235812,https://w3id.org/oc/meta/br/062501494432,http://purl.org/spar/fabio/JournalArticle
b12,10.1029/2007wr006181,2008-07,Use Of Crop Simulation Models To Evaluate Limited Irrigation Management Options For Corn In A Semiarid Environment,https://w3id.org/oc/meta/id/062505816537,https://w3id.org/oc/meta/ar/061304602903,,https://w3id.org/oc/meta/br/063022691,http://purl.org/spar/fabio/JournalArticle
b13,10.1002/oca.740,2004-03,Optimal Dynamic Irrigation Schemes,https://w3id.org/oc/meta/id/06540257651,https://w3id.org/oc/meta/ar/06802266769,https://w3id.org/oc/meta/re/0680408905,https://w3id.org/oc/meta/br/0680568133,http://purl.org/spar/fabio/JournalArticle
b15,10.1016/j.jde.2014.09.005,2015-01,The Turnpike Property In Finite-Dimensional Nonlinear Optimal Control,https://w3id.org/oc/meta/id/061205071240,https://w3id.org/oc/meta/ar/06701194030,https://w3id.org/oc/meta/re/0670209306,https://w3id.org/oc/meta/br/0670334351,http://purl.org/spar/fabio/JournalArticle
b16,10.1002/wrcr.20134,2013-03,Probabilistic Description Of Crop Development And Irrigation Water Requirements With Stochastic Rainfall,https://w3id.org/oc/meta/id/06901116334,https://w3id.org/oc/meta/ar/06904574366,https://w3id.org/oc/meta/re/0690853572,https://w3id.org/oc/meta/br/06901074384,http://purl.org/spar/fabio/JournalArticle
b18,10.1016/j.agwat.2017.06.023,2017-10,Optimization Of Irrigation Scheduling For Spring Wheat With Mulching And Limited Irrigation Water In An Arid Climate,https://w3id.org/oc/meta/id/0681047676,https://w3id.org/oc/meta/ar/06403494408,https://w3id.org/oc/meta/re/0640628929,https://w3id.org/oc/meta/br/0640825736,http://purl.org/spar/fabio/JournalArticle
