reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type
b0,10.1136/esmoopen-2017-000168,2017,Phase III Study Of Gefitinib Or Pemetrexed With Carboplatin In EGFR-mutated Advanced Lung Adenocarcinoma,https://w3id.org/oc/meta/id/062504465752,https://w3id.org/oc/meta/ar/061209403380,https://w3id.org/oc/meta/re/061201729616,https://w3id.org/oc/meta/br/061202087750,http://purl.org/spar/fabio/JournalArticle
b1,10.1056/nejmoa1713137,2018-01-11,Osimertinib In UntreatedEGFR-Mutated Advanced Non–Small-Cell Lung Cancer,https://w3id.org/oc/meta/id/06802398692,https://w3id.org/oc/meta/ar/068010976500,https://w3id.org/oc/meta/re/06801884965,https://w3id.org/oc/meta/br/06802505919,http://purl.org/spar/fabio/JournalArticle
b2,10.1016/s1470-2045(15)00006-6,2015,Afatinib Versus Erlotinib As Second-Line Treatment Of Patients With Advanced Squamous Cell Carcinoma Of The Lung (LUX-Lung 8): An Open-Label Randomised Controlled Phase 3 Trial.,https://w3id.org/oc/meta/id/061504268257,https://w3id.org/oc/meta/ar/061204447137,https://w3id.org/oc/meta/re/06120824301,https://w3id.org/oc/meta/br/0621020808,http://purl.org/spar/fabio/JournalArticle
b3,10.6004/jnccn.2018.0062,2018-07,"NCCN Guidelines Insights: Non–Small Cell Lung Cancer, Version 5.2018",https://w3id.org/oc/meta/id/06430900896,https://w3id.org/oc/meta/ar/062104906518,https://w3id.org/oc/meta/re/06210908120,https://w3id.org/oc/meta/br/062101132686,http://purl.org/spar/fabio/JournalArticle
b4,10.1093/annonc/mdw326,2016-09,"Metastatic Non-Small-Cell Lung Cancer: ESMO Clinical Practice Guidelines For Diagnosis, Treatment And Follow-Up",https://w3id.org/oc/meta/id/06406191079,https://w3id.org/oc/meta/ar/0623013451388,https://w3id.org/oc/meta/re/062302443749,https://w3id.org/oc/meta/br/0612060625,http://purl.org/spar/fabio/JournalArticle
b5,10.1200/jco.2007.15.0375,2008-07-20,Phase III Study Comparing Cisplatin Plus Gemcitabine With Cisplatin Plus Pemetrexed In Chemotherapy-Naive Patients With Advanced-Stage Non–Small-Cell Lung Cancer,https://w3id.org/oc/meta/id/061702776811,https://w3id.org/oc/meta/ar/0617012014995,https://w3id.org/oc/meta/re/061702246027,https://w3id.org/oc/meta/br/061702872493,http://purl.org/spar/fabio/JournalArticle
b6,10.1177/1758834016644155,2016-05,Pemetrexed For Advanced Stage Nonsquamous Non-Small Cell Lung Cancer: Latest Evidence About Its Extended Use And Outcomes,https://w3id.org/oc/meta/id/06904424647,https://w3id.org/oc/meta/ar/062503442174,https://w3id.org/oc/meta/re/06250604675,https://w3id.org/oc/meta/br/06250784925,http://purl.org/spar/fabio/JournalArticle
b7,10.1200/jco.2012.47.1102,2013-08-10,PARAMOUNT: Final Overall Survival Results Of The Phase III Study Of Maintenance Pemetrexed Versus Placebo Immediately After Induction Treatment With Pemetrexed Plus Cisplatin For Advanced Nonsquamous Non–Small-Cell Lung Cancer,https://w3id.org/oc/meta/id/06810928795,https://w3id.org/oc/meta/ar/0611012150073,https://w3id.org/oc/meta/re/061102239414,https://w3id.org/oc/meta/br/061102879367,http://purl.org/spar/fabio/JournalArticle
b8,10.1177/1758834013510589,2013-11-07,Maintenance Treatment After Induction Therapy In Non-Small Cell Lung Cancer: Latest Evidence And Clinical Implications,https://w3id.org/oc/meta/id/06904424580,https://w3id.org/oc/meta/ar/062503442514,https://w3id.org/oc/meta/re/06250604747,https://w3id.org/oc/meta/br/06250784941,http://purl.org/spar/fabio/JournalArticle
