reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b10,A note on asymptotic symmetries and soft-photon theorem,A Note On Asymptotic Symmetries And Soft-Photon Theorem,70,10.1007/jhep02(2015)060,https://w3id.org/oc/meta/br/06701820789,author_title
b11,2D Kac-Moody symmetry of 4D Yang-Mills theory,2D Kac-Moody Symmetry Of 4D Yang-Mills Theory,70,10.1007/jhep10(2016)137,https://w3id.org/oc/meta/br/06301832617,author_title
b12,Asymptotic symmetries of QED and Weinberg’s soft photon theorem,Asymptotic Symmetries Of QED And Weinberg’s Soft Photon Theorem,70,10.1007/jhep07(2015)115,https://w3id.org/oc/meta/br/06601834045,author_title
b13,New symmetries of QED,New Symmetries Of QED,70,10.4310/atmp.2017.v21.n7.a7,https://w3id.org/oc/meta/br/062601268492,year_volume_page
b14,Magnetic corrections to the soft photon theorem,Magnetic Corrections To The Soft Photon Theorem,50,10.1103/physrevlett.116.031602,https://w3id.org/oc/meta/br/06902085053,author_title
b15,Large gauge symmetries and asymptotic states in QED,Large Gauge Symmetries And Asymptotic States In QED,70,10.1007/jhep12(2016)095,https://w3id.org/oc/meta/br/06301832317,author_title
b16,BMS supertranslations and Weinberg’s soft graviton theorem,BMS Supertranslations And Weinberg’s Soft Graviton Theorem,70,10.1007/jhep05(2015)151,https://w3id.org/oc/meta/br/06601834355,author_title
b17,New symmetries for the gravitational S-matrix,New Symmetries For The Gravitational S-matrix,70,10.1007/jhep04(2015)076,https://w3id.org/oc/meta/br/06601834486,author_title
b18,Asymptotic symmetries of gravity and soft theorems for massive particles,Asymptotic Symmetries Of Gravity And Soft Theorems For Massive Particles,70,10.1007/jhep12(2015)094,https://w3id.org/oc/meta/br/06501843606,author_title
b21,Subleading soft factor for string disk amplitudes,Subleading Soft Factor For String Disk Amplitudes,70,10.1007/jhep08(2014)062,https://w3id.org/oc/meta/br/06801833302,author_title
b22,Next to subleading soft-graviton theorem in arbitrary dimensions,Next To Subleading Soft-Graviton Theorem In Arbitrary Dimensions,70,10.1007/jhep01(2015)107,https://w3id.org/oc/meta/br/06701820918,author_title
b24,Subsubleading soft theorems of gravitons and dilatons in the bosonic string,Subsubleading Soft Theorems Of Gravitons And Dilatons In The Bosonic String,70,10.1007/jhep06(2016)054,https://w3id.org/oc/meta/br/06401848749,author_title
b25,Subleading soft graviton theorem for loop amplitudes,Subleading Soft Graviton Theorem For Loop Amplitudes,70,10.1007/jhep11(2017)123,https://w3id.org/oc/meta/br/06101849305,author_title
b26,Asymptotic symmetries and subleading soft photon theorem in effective field theories,Asymptotic Symmetries And Subleading Soft Photon Theorem In Effective Field Theories,70,10.1007/jhep05(2018)132,https://w3id.org/oc/meta/br/06801832272,author_title
