reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b0,Single-step reagentless laser scribing fabrication of electrochemical paper-based analytical devices,Single-Step Reagentless Laser Scribing Fabrication Of Electrochemical Paper-Based Analytical Devices,70,10.1002/anie.201708527,https://w3id.org/oc/meta/br/06190107493,year_volume_page
b1,Electrochemical detection for paperbased microfluidics,Electrochemical Detection For Paper-Based Microfluidics,65,10.1021/ac9007573,https://w3id.org/oc/meta/br/06801001071,year_volume_page
b2,"Fernández-Abedul, Paperbased maskless enzymatic sensor for glucose determination combining ink and wire electrodes",Paper-based Maskless Enzymatic Sensor For Glucose Determination Combining Ink And Wire Electrodes,65,10.1016/j.bios.2016.11.008,https://w3id.org/oc/meta/br/0644045184,year_author_page
b3,A paper-based electrochemical sensor using inkjet-printed carbon nanotube electrodes,A Paper-Based Electrochemical Sensor Using Inkjet-Printed Carbon Nanotube Electrodes,70,10.1149/2.0121510jss,https://w3id.org/oc/meta/br/061502448100,author_title
b4,"Wire, mesh, and fiber electrodes for paper-based electroanalytical devices","Wire, Mesh, And Fiber Electrodes For Paper-Based Electroanalytical Devices",70,10.1021/ac5004294,https://w3id.org/oc/meta/br/06240971528,year_volume_page
b5,"Thin, lightweight, foldable thermochromic displays on paper","Thin, Lightweight, Foldable Thermochromic Displays On Paper",70,10.1039/b905832j,https://w3id.org/oc/meta/br/06140180362,year_volume_page
b7,Highly efficient laser scribed graphene electrodes for on-chip electrochemical sensing applications,Highly Efficient Laser Scribed Graphene Electrodes For On-Chip Electrochemical Sensing Applications,70,10.1002/aelm.201600185,https://w3id.org/oc/meta/br/062502015939,year_volume_page
b8,A review of sulphites in foods: analytical methodology and reported findings,A Review Of Sulphites In Foods: Analytical Methodology And Reported Findings,70,10.1080/02652039009373907,https://w3id.org/oc/meta/br/0660333285,year_volume_page
b9,"Sulfites in beer: reviewing regulation, analysis and role","Sulfites In Beer: Reviewing Regulation, Analysis And Role",70,10.1590/0103-9016-2015-0290,https://w3id.org/oc/meta/br/06170648574,year_volume_page
b10,Clinical effects of sulphite additives,Clinical Effects Of Sulphite Additives,70,10.1111/j.1365-2222.2009.03362.x,https://w3id.org/oc/meta/br/06190889145,year_volume_page
b11,"Comparative sulfite assay by voltammetry using Pt electrodes, photometry and titrimetry: application to cider, vinegar and sugar analysis","Comparative Sulfite Assay By Voltammetry Using Pt Electrodes, Photometry And Titrimetry: Application To Cider, Vinegar And Sugar Analysis",70,10.1515/chem-2018-0139,https://w3id.org/oc/meta/br/06202363049,year_volume_page
b12,Electroanalytical methods for the determination of sulfite in food and beverages,Electroanalytical Methods For The Determination Of Sulfite In Food And Beverages,70,10.1016/j.trac.2006.04.001,https://w3id.org/oc/meta/br/06402771152,year_volume_page
b13,Polarographic reduction of aqueous sulfur dioxide,Polarographic Reduction Of Aqueous Sulfur Dioxide,70,10.1016/s0277-5387(00)83508-1,https://w3id.org/oc/meta/br/06150732452,year_volume_page
b14,The reduction of sulfurous acid (sulfur dioxide) at the dropping mercury electrode,The Reduction Of Sulfurous Acid (Sulfur Dioxide) At The Dropping Mercury Electrode,70,10.1021/ja01855a092,https://w3id.org/oc/meta/br/06601544607,year_volume_page
b15,Use of a membraneless extraction module for the voltammetric determination of total sulfites in wine,Use Of A Membraneless Extraction Module For The Voltammetric Determination Of Total Sulfites In Wine,70,10.1135/cccc2009558,https://w3id.org/oc/meta/br/06190491011,year_volume_page
b16,Polarographic studies with the dropping mercury kathode. Part X. The reduction of sulphurous acid,Polarographic Studies With The Dropping Mercury Kathode. Part X. The Reduction Of Sulphurous Acid,70,10.1135/cccc19300185,https://w3id.org/oc/meta/br/0660488888,year_author_page
b17,Comportement chimique et electrochimique de SO 2 dans les milieux acides phosphoriques concentres,Comportement Chimique Et Electrochimique De SO2 Dans Les Milieux Acides Phosphoriques Concentres,65,10.1016/0013-4686(85)80099-2,https://w3id.org/oc/meta/br/061701954499,year_volume_page
b18,Polarographische Studie der Elektroden-und chemischen Reaktionen des Systems schwefelige Säure-Dithionige Säure II. Polarographisches verhalten der schwefeligen Säure,Polarographische Studie Der Elektroden- Und Chemischen Reaktionen Des Systems Schwefelige Säure-Dithionige Säure II. Polarographisches Verhalten Der Schwefeligen Säure,70,10.1135/cccc19581871,https://w3id.org/oc/meta/br/0670487397,year_volume_page
b19,Electrochemical reduction of sulfur dioxide at a mercury electrode,Electrochemical Reduction Of Sulfur Dioxide At A Mercury Electrode,70,10.1016/0022-0728(67)85022-8,https://w3id.org/oc/meta/br/06190338546,year_author_page
b20,Voltammetric determination of free and total sulfur dioxide in beer,Voltammetric Determination Of Free And Total Sulfur Dioxide In Beer,70,10.1002/elan.200390073,https://w3id.org/oc/meta/br/06302291905,year_volume_page
b22,"Simultaneous determination of ethanethiol, inorganic sulfide, and sulfite in wines by cathodic stripping voltammetry","Simultaneous Determination Of Ethanethiol, Inorganic Sulfide, And Sulfite In Wines By Cathodic Stripping Voltammetry",65,10.1007/s12161-016-0640-1,https://w3id.org/oc/meta/br/062101253162,year_volume_page
b23,Electrochemical behaviour of aqueous SO 2 at polycrystalline gold electrodes in acidic media: a voltammetric and in situ vibrational study: part 1. Reduction of SO 2 : deposition of monomeric and polymeric sulphur,Electrochemical Behaviour Of Aqueous SO2 At Polycrystalline Gold Electrodes In Acidic Media: A Voltammetric And In Situ Vibrational Study,65,10.1016/s0013-4686(99)00396-5,https://w3id.org/oc/meta/br/061301944935,year_volume_page
b24,In situ spectroscopic determination of faradaic efficiencies in systems with forced convection under steady state: electroreduction of bisulfite to dithionite on gold in an aqueous electrolyte,In Situ Spectroscopic Determination Of Faradaic Efficiencies In Systems With Forced Convection Under Steady State: Electroreduction Of Bisulfite To Dithionite On Gold In An Aqueous Electrolyte,70,10.1021/ac970697f,https://w3id.org/oc/meta/br/06501006484,year_volume_page
b25,Determination of total sulphur dioxide in beer samples by flow-through chronopotentiometry,Determination Of Total Sulphur Dioxide In Beer Samples By Flow-Through Chronopotentiometry,70,10.1002/j.2050-0416.2006.tb00736.x,https://w3id.org/oc/meta/br/06702583425,year_volume_page
b26,Voltammetric behaviour of irreversibly adsorbed SO 2 on a Pt(111) electrode in sulphuric acid medium,Voltammetric Behaviour Of Irreversibly Adsorbed SO2 On A Pt(111) Electrode In Sulphuric Acid Medium,65,10.1016/0022-0728(93)03261-m,https://w3id.org/oc/meta/br/06103127572,year_volume_page
b27,Electrochemical oxidation of sulphite in neutral media on platinum anode,Electrochemical Oxidation Of Sulphite In Neutral Media On Platinum Anode,70,10.20964/2018.05.07,https://w3id.org/oc/meta/br/061602012250,year_author_page
b28,Cathodic reduction of bisulfite and sulfur dioxide in aqueous solutions on copper electrodes: an electrochemical ESR study,Cathodic Reduction Of Bisulfite And Sulfur Dioxide In Aqueous Solutions On Copper Electrodes: An Electrochemical ESR Study,70,10.1021/jp058119n,https://w3id.org/oc/meta/br/0630637445,year_volume_page
b29,Determination of sulphur dioxide by flow injection analysis with amperometric detection,Determination Of Sulphur Dioxide By Flow Injection Analysis With Amperometric Detection,70,10.1016/s0003-2670(00)84490-6,https://w3id.org/oc/meta/br/06140985735,year_author_page
b30,Determination of free sulphur dioxide in red wine by alternating current voltammetry,Determination Of Free Sulphur Dioxide In Red Wine By Alternating Current Voltammetry,70,10.1039/an9911600253,https://w3id.org/oc/meta/br/06902800874,year_volume_page
b31,Determination of sulfite in wine by linear sweep voltammetry,Determination Of Sulfite In Wine By Linear Sweep Voltammetry,70,10.1002/elan.200704070,https://w3id.org/oc/meta/br/062601940431,year_volume_page
b32,Carbon nanotubes for voltammetric determination of sulphite in some beverages,Carbon Nanotubes For Voltammetric Determination Of Sulphite In Some Beverages,70,10.1016/j.foodchem.2014.10.106,https://w3id.org/oc/meta/br/06103478307,year_author_page
