reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b0,"The role of cellulosic chains of cotton in biosynthesis of ZnO nanorods producing multifunctional properties: Mechanism, characterizations and features","The Role Of Cellulosic Chains Of Cotton In Biosynthesis Of ZnO Nanorods Producing Multifunctional Properties: Mechanism, Characterizations And Features",70,10.1016/j.carbpol.2015.03.036,https://w3id.org/oc/meta/br/0670163806,year_author_page
b1,Sustainable oleic and stearic acid based biodegradable surfactants,Sustainable Oleic And Stearic Acid Based Biodegradable Surfactants,70,10.1039/c6ra27036k,https://w3id.org/oc/meta/br/06150975876,year_volume_page
b2,"Natural and biomimetic artificial surfaces for superhydrophobicity, self-cleaning, low adhesion, and drag reduction","Natural And Biomimetic Artificial Surfaces For Superhydrophobicity, Self-Cleaning, Low Adhesion, And Drag Reduction",70,10.1016/j.pmatsci.2010.04.003,https://w3id.org/oc/meta/br/06501183945,year_volume_page
b4,Acid and temperature dual-responsive cotton fabrics with polymer coating,Acid And Temperature Dual-Responsive Cotton Fabrics With Polymer Coating,70,10.1016/j.coco.2017.03.003,https://w3id.org/oc/meta/br/062101308447,year_author_page
b5,Sustainable and Biodegradable Superhydrophobic Coating from Epoxidized Soybean Oil and ZnO Nanoparticles on Cellulosic Substrates for Efficient Oil/Water Separation,Sustainable And Biodegradable Superhydrophobic Coating From Epoxidized Soybean Oil And ZnO Nanoparticles On Cellulosic Substrates For Efficient Oil/Water Separation,70,10.1021/acssuschemeng.7b02549,https://w3id.org/oc/meta/br/061202386580,year_volume_page
b6,Cellulose nanocrystal coated cotton fabric with superhydrophobicity for efficient oil/water separation,Cellulose Nanocrystal Coated Cotton Fabric With Superhydrophobicity For Efficient Oil/Water Separation,70,10.1016/j.carbpol.2018.07.046,https://w3id.org/oc/meta/br/0630159618,year_author_page
b7,Biobased super-hydrophobic coating on cotton fabric fabricated by spray-coating for efficient oil/water separation,Biobased Super-Hydrophobic Coating On Cotton Fabric Fabricated By Spray-Coating For Efficient Oil/Water Separation,70,10.1016/j.polymertesting.2018.01.005,https://w3id.org/oc/meta/br/06130554288,year_author_page
b8,Robust and durable superhydrophobic cotton fabrics via a one-step solvothermal method for efficient oil/water separation,Robust And Durable Superhydrophobic Cotton Fabrics Via A One-Step Solvothermal Method For Efficient Oil/Water Separation,70,10.1007/s10570-019-02267-6,https://w3id.org/oc/meta/br/061801823625,year_volume_page
b9,Oil/Water Separation with Selective Superantiwetting/Superwetting Surface Materials,Oil/Water Separation With Selective Superantiwetting/Superwetting Surface Materials,65,10.1002/anie.201405785,https://w3id.org/oc/meta/br/0630101389,year_volume_page
b10,TiO2-alginate composite aerogels as novel oil/water separation and wastewater remediation filters,TiO2-alginate Composite Aerogels As Novel Oil/Water Separation And Wastewater Remediation Filters,70,10.1016/j.compositesb.2018.12.097,https://w3id.org/oc/meta/br/0670327400,year_author_page
b11,"A self-roughened and biodegradable superhydrophobic coating with UV shielding, solar-induced self-healing and versatile oil–water separation ability","A Self-Roughened And Biodegradable Superhydrophobic Coating With UV Shielding, Solar-Induced Self-Healing And Versatile Oil–Water Separation Ability",70,10.1039/c8ta10869b,https://w3id.org/oc/meta/br/06140487307,year_volume_page
