reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b0,Electronic health records: new opportunities for clinical research,Electronic Health Records: New Opportunities For Clinical Research,70,10.1111/joim.12119,https://w3id.org/oc/meta/br/0610897973,year_volume_page
b1,The south london and maudsley nhs foundation trust biomedical research centre (slam brc) case register: development and descriptive data,The South London And Maudsley NHS Foundation Trust Biomedical Research Centre (SLAM BRC) Case Register: Development And Descriptive Data,70,10.1186/1471-244x-9-51,https://w3id.org/oc/meta/br/0660459995,author_title
b5,Understanding natural language,Understanding Natural Language,70,10.1016/0010-0285(72)90002-3,https://w3id.org/oc/meta/br/0620489592,year_volume_page
b6,Cohort profile of the south london and maudsley nhs foundation trust biomedical research centre (slam brc) case register: current status and recent enhancement of an electronic mental health record-derived data resource,Cohort Profile Of The South London And Maudsley NHS Foundation Trust Biomedical Research Centre (SLaM BRC) Case Register: Current Status And Recent Enhancement Of An Electronic Mental Health Record-derived Data Resource,70,10.1136/bmjopen-2015-008721,https://w3id.org/oc/meta/br/061201958246,year_volume_page
b9,Extracting information from textual documents in the electronic health record: a review of recent research,Extracting Information From Textual Documents In The Electronic Health Record: A Review Of Recent Research,70,10.1055/s-0038-1638592,https://w3id.org/oc/meta/br/06160889477,year_volume_page
b10,"Obsessive-compulsive symptoms and positive, negative, and depressive symptoms in patients with recent-onset schizophrenic disorders","Obsessive-Compulsive Symptoms And Positive, Negative, And Depressive Symptoms In Patients With Recent-Onset Schizophrenic Disorders",70,10.1177/070674370505000904,https://w3id.org/oc/meta/br/062101280932,year_volume_page
b11,The 5-year course of obsessive-compulsive symptoms and obsessive-compulsive disorder in first-episode schizophrenia and related disorders,The 5-Year Course Of Obsessive-Compulsive Symptoms And Obsessive-Compulsive Disorder In First-Episode Schizophrenia And Related Disorders,70,10.1093/schbul/sbr077,https://w3id.org/oc/meta/br/06180671203,year_volume_page
b14,The yale-brown obsessive compulsive scale: Interview versus self-report,The Yale-Brown Obsessive Compulsive Scale: Interview Versus Self-Report,70,10.1016/0005-7967(96)00036-8,https://w3id.org/oc/meta/br/06210527983,year_volume_page
b15,The use of confidence or fiducial limits illustrated in the case of the binomial,The Use Of Confidence Or Fiducial Limits Illustrated In The Case Of The Binomial,70,10.1093/biomet/26.4.404,https://w3id.org/oc/meta/br/06230327821,year_author_page
b16,Identification of the delivery of cognitive behavioural therapy for psychosis (cbtp) using a cross-sectional sample from electronic health records and open-text information in a large uk-based mental health case register,Identification Of The Delivery Of Cognitive Behavioural Therapy For Psychosis (CBTp) Using A Cross-Sectional Sample From Electronic Health Records And Open-Text Information In A Large UK-based Mental Health Case Register,70,10.1136/bmjopen-2016-015297,https://w3id.org/oc/meta/br/06802342598,year_volume_page
b17,Identification of adverse drug events from free text electronic patient records and information in a large mental health case register,Identification Of Adverse Drug Events From Free Text Electronic Patient Records And Information In A Large Mental Health Case Register,70,10.1371/journal.pone.0134208,https://w3id.org/oc/meta/br/061101526076,year_volume_page
b18,Rule-based information extraction from patients’ clinical data,Rule-based Information Extraction From Patients’ Clinical Data,70,10.1016/j.jbi.2009.07.007,https://w3id.org/oc/meta/br/06210956297,year_volume_page
