reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b5,Monte Carlo Variance Reduction Using Nested Dxtran Spheres,Monte Carlo Variance Reduction Using Nested Dxtran Spheres,70,10.13182/nt09-a9303,https://w3id.org/oc/meta/br/06502223327,year_volume_page
b9,Importance Estimation in Forward Monte Carlo Calculations,Importance Estimation In Forward Monte Carlo Calculations,70,10.13182/fst84-a23082,https://w3id.org/oc/meta/br/06170787836,year_volume_page
b12,Common misconceptions in Monte Carlo particle transport,Common Misconceptions In Monte Carlo Particle Transport,70,10.1016/j.apradiso.2011.11.037,https://w3id.org/oc/meta/br/06210509237,year_volume_page
b14,Developments in Perturbation Theory,Developments In Perturbation Theory,70,10.1016/b978-1-4831-9958-0.50012-2,https://w3id.org/oc/meta/br/062302528536,year_author_page
b16,N/A,Monte Carlo Particle Transport Methods: Neutron And Photon Calculations,50,10.1201/9781351074834,https://w3id.org/oc/meta/br/066046717,author_title
b18,Importance Sampling in Monte Carlo Shielding Calculations: I. Neutron Penetration through Thick Hydrogen Slabs,Importance Sampling In Monte Carlo Shielding Calculations: I. Neutron Penetration Through Thick Hydrogen Slabs,70,10.13182/nse63-a26504,https://w3id.org/oc/meta/br/06602217730,year_volume_page
b19,Adjoint and Importance in Monte Carlo Application,Adjoint And Importance In Monte Carlo Application,70,10.13182/nse67-a18262,https://w3id.org/oc/meta/br/06502225789,year_volume_page
b20,Monte Carlo Shielding Analyses Using an Automated Biasing Procedure,Monte Carlo Shielding Analyses Using An Automated Biasing Procedure,70,10.13182/nse88-a23562,https://w3id.org/oc/meta/br/06402231862,year_volume_page
b22,N/A,SCALE Code System 6.2.1,70,10.2172/1326509,https://w3id.org/oc/meta/br/06902508651,author_title
b23,Generalized Contributon Response Theory,Generalized Contributon Response Theory,70,10.13182/nse90-33,https://w3id.org/oc/meta/br/061101851718,year_volume_page
b24,Contributon Slowing-Down Theory,Contributon Slowing-Down Theory,70,10.13182/nse92-a15483,https://w3id.org/oc/meta/br/06402232119,year_volume_page
b27,N/A,The Concept Of Spatial Channel Theory Applied To Reactor Shielding Analysis,65,10.13182/nse77-a26941,https://w3id.org/oc/meta/br/06602218496,author_title
b28,The Relations Between Various Contributon Variables Used in Spatial Channel Theory,The Relations Between Various Contributon Variables Used In Spatial Channel Theory,70,10.13182/nse77-a27033,https://w3id.org/oc/meta/br/06802217121,year_volume_page
b30,Automated Variance Reduction of Monte Carlo Shielding Calculations Using the Discrete Ordinates Adjoint Function,Automated Variance Reduction Of Monte Carlo Shielding Calculations Using The Discrete Ordinates Adjoint Function,65,10.13182/nse98-2,https://w3id.org/oc/meta/br/061101851413,author_title
b31,Automated Variance Reduction of Monte Carlo Shielding Calculations Using the Discrete Ordinates Adjoint Function,Automated Variance Reduction Of Monte Carlo Shielding Calculations Using The Discrete Ordinates Adjoint Function,70,10.13182/nse98-2,https://w3id.org/oc/meta/br/061101851413,year_volume_page
b32,Monte Carlo variance reduction with deterministic importance functions,Monte Carlo Variance Reduction With Deterministic Importance Functions,70,10.1016/s0149-1970(02)00002-1,https://w3id.org/oc/meta/br/06110977653,year_volume_page
b33,"Review of Hybrid (Deterministic/Monte Carlo) Radiation Transport Methods, Codes, and Applications at Oak Ridge National Laboratory","Review Of Hybrid (Deterministic/Monte Carlo) Radiation Transport Methods, Codes, And Applications At Oak Ridge National Laboratory",70,10.15669/pnst.2.808,https://w3id.org/oc/meta/br/06502160437,year_volume_page
b34,Automated Variance Reduction of Monte Carlo Shielding Calculations Using the Discrete Ordinates Adjoint Function,Automated Variance Reduction Of Monte Carlo Shielding Calculations Using The Discrete Ordinates Adjoint Function,50,10.13182/nse98-2,https://w3id.org/oc/meta/br/061101851413,author_title
b35,Automated Weight Windows for Global Monte Carlo Particle Transport Calculations,Automated Weight Windows For Global Monte Carlo Particle Transport Calculations,70,10.13182/nse00-34,https://w3id.org/oc/meta/br/061101851524,year_volume_page
b36,The Quasi-Diffusion method for solving transport problems in planar and spherical geometries,The Quasi-Diffusion Method For Solving Transport Problems In Planar And Spherical Geometries,70,10.1080/00411459308203811,https://w3id.org/oc/meta/br/062503282324,year_volume_page
b37,A quasi-diffusion method of solving the kinetic equation,A Quasi-Diffusion Method Of Solving The Kinetic Equation,70,10.1016/0041-5553(64)90085-0,https://w3id.org/oc/meta/br/06180407808,year_volume_page
b38,A Hybrid Monte Carlo–Deterministic Method for Global Particle Transport Calculations,A Hybrid Monte Carlo–Deterministic Method For Global Particle Transport Calculations,70,10.13182/nse07-a2653,https://w3id.org/oc/meta/br/06802217140,year_volume_page
b44,An easy to implement global variance reduction procedure for MCNP,An Easy To Implement Global Variance Reduction Procedure For MCNP,70,10.1016/j.anucene.2011.07.037,https://w3id.org/oc/meta/br/061501931303,year_volume_page
b45,Comparison of Global Variance Reduction Techniques for Monte Carlo Radiation Transport Simulations of ITER,Comparison Of Global Variance Reduction Techniques For Monte Carlo Radiation Transport Simulations Of ITER,70,10.1016/j.fusengdes.2011.01.059,https://w3id.org/oc/meta/br/06203222651,year_volume_page
b49,Information Theory and Statistical Mechanics,Information Theory And Statistical Mechanics,70,10.1103/physrev.106.620,https://w3id.org/oc/meta/br/06803902080,year_volume_page
b50,Information Theory and Statistical Mechanics. II,Information Theory And Statistical Mechanics. II,70,10.1103/physrev.108.171,https://w3id.org/oc/meta/br/062503479570,year_volume_page
b51,The reconstruction of a positive function from its finite fourier series,The Reconstruction Of A Positive Function From Its Finite Fourier Series,70,10.1080/00411459308203818,https://w3id.org/oc/meta/br/062503282526,year_volume_page
b53,"An accurate, strictly-positive, nonlinear characteristic scheme for the discrete-ordinate equations","An Accurate, Strictly-Positive, Nonlinear Characteristic Scheme For The Discrete-Ordinate Equations",70,10.1080/00411459608204836,https://w3id.org/oc/meta/br/062503282693,year_volume_page
b54,N/A,"Consistent Adjoint Driven Importance Sampling Using Space, Energy And Angle",70,10.2172/1052244,https://w3id.org/oc/meta/br/062202965896,author_title
b56,Assessment of the Lagrange Discrete Ordinates Equations for Three-Dimensional Neutron Transport,Assessment Of The Lagrange Discrete Ordinates Equations For Three-Dimensional Neutron Transport,65,10.1080/00295639.2018.1509569,https://w3id.org/oc/meta/br/06302217387,year_volume_page
b58,Sampling of scattering angle in deep-penetration Monte Carlo,Sampling Of Scattering Angle In Deep-Penetration Monte Carlo,70,10.1016/0306-4549(85)90047-7,https://w3id.org/oc/meta/br/061801925556,year_volume_page
b59,A new importance biasing scheme for deep-penetration Monte Carlo,A New Importance Biasing Scheme For Deep-Penetration Monte Carlo,70,10.1016/0306-4549(82)90038-x,https://w3id.org/oc/meta/br/061801925954,year_volume_page
b60,A Kinetic Theory for Nonanalog Monte Carlo Particle Transport Algorithms: Exponential Transform with Angular Biasing in Planar-Geometry Anisotropically Scattering Media,A Kinetic Theory For Nonanalog Monte Carlo Particle Transport Algorithms: Exponential Transform With Angular Biasing In Planar-Geometry Anisotropically Scattering Media,70,10.1006/jcph.1998.6039,https://w3id.org/oc/meta/br/06250932730,year_volume_page
b61,Anisotropic Angle Biasing of Photons,Anisotropic Angle Biasing Of Photons,70,10.13182/nse85-a18186,https://w3id.org/oc/meta/br/06502225835,year_volume_page
b62,Automated importance generation and biasing techniques for Monte Carlo shielding techniques by the TRIPOLI-3 code,Automated Importance Generation And Biasing Techniques For Monte Carlo Shielding Techniques By The TRIPOLI-3 Code,70,10.1016/0149-1970(90)90046-8,https://w3id.org/oc/meta/br/06110977385,year_volume_page
b63,Automatic Variance Reduction for Three-Dimensional Monte Carlo Simulations by the Local Importance Function Transform—I: Analysis,Automatic Variance Reduction For Three-Dimensional Monte Carlo Simulations By The Local Importance Function Transform—I: Analysis,70,10.13182/nse127-22,https://w3id.org/oc/meta/br/06901865048,year_volume_page
b64,Automatic Variance Reduction for Three-Dimensional Monte Carlo Simulations by the Local Importance Function Transform—II: Numerical Results,Automatic Variance Reduction For Three-Dimensional Monte Carlo Simulations By The Local Importance Function Transform—II: Numerical Results,70,10.13182/nse127-36,https://w3id.org/oc/meta/br/06901865049,year_volume_page
