reference_id,article_title,matched_title,score,matched_doi,meta_id,query_type
b1,Using a digital X-ray imaging device to measure the swelling coefficients of a group of wood cells,Using A Digital X-ray Imaging Device To Measure The Swelling Coefficients Of A Group Of Wood Cells,70,10.1016/s0963-8695(00)00072-4,https://w3id.org/oc/meta/br/061601015488,author_title
b2,The shrinkage of oak predicted from its anatomical pattern: validation of a cognitive model,The Shrinkage Of Oak Predicted From Its Anatomical Pattern: Validation Of A Cognitive Model,65,10.1007/s00468-006-0105-z,https://w3id.org/oc/meta/br/062401672040,author_title
b4,Ncorr: Open-Source 2D Digital Image Correlation MATLAB Software,Ncorr: Open-Source 2D Digital Image Correlation Matlab Software,70,10.1007/s11340-015-0009-1,https://w3id.org/oc/meta/br/062301182601,author_title
b6,New Insights on Wood Dimensional Stability Influenced by Secondary Metabolites: The Case of a Fast-Growing Tropical Species,New Insights On Wood Dimensional Stability Influenced By Secondary Metabolites: The Case Of A Fast-Growing Tropical Species Bagassa Guianensis Aubl.,70,10.1371/journal.pone.0150777,https://w3id.org/oc/meta/br/061801515627,author_title
b7,A dendrite method for cluster analysis,A Dendrite Method For Cluster Analysis,70,10.1080/03610927408827101,https://w3id.org/oc/meta/br/062301295332,author_title
b8,Wood Density Profiles and Their Corresponding Tissue Fractions in Tropical Angiosperm Trees,Wood Density Profiles And Their Corresponding Tissue Fractions In Tropical Angiosperm Trees,70,10.3390/f9120763,https://w3id.org/oc/meta/br/061702882271,author_title
b13,Localised deformation patterning in 2D granular materials revealed by digital image correlation,Localised Deformation Patterning In 2D Granular Materials Revealed By Digital Image Correlation,65,10.1007/s10035-009-0155-1,https://w3id.org/oc/meta/br/06101687938,author_title
b20,"Wood shrinkage: influence of anatomy, cell wall architecture, chemical composition and cambial age","Wood Shrinkage: Influence Of Anatomy, Cell Wall Architecture, Chemical Composition And Cambial Age",65,10.1007/s00107-009-0355-8,https://w3id.org/oc/meta/br/06801679956,author_title
b24,The potential of using xylarium wood samples for wood density calculations: a comparison of approaches for volume measurement,The Potential Of Using Xylarium Wood Samples For Wood Density Calculations: A Comparison Of Approaches For Volume Measurement,70,10.3832/ifor0575-004,https://w3id.org/oc/meta/br/061801819041,author_title
b29,Two-dimensional digital image correlation for in-plane displacement and strain measurement: a review,Two-dimensional Digital Image Correlation For In-Plane Displacement And Strain Measurement: A Review,70,10.1088/0957-0233/20/6/062001,https://w3id.org/oc/meta/br/06103093017,author_title
b30,Incremental calculation for large deformation measurement using reliability-guided digital image correlation,Incremental Calculation For Large Deformation Measurement Using Reliability-Guided Digital Image Correlation,50,10.1016/j.optlaseng.2011.05.005,https://w3id.org/oc/meta/br/0680829843,author_title
b31,Swelling interactions of earlywood and latewood across a growth ring: global and local deformations,Swelling Interactions Of Earlywood And Latewood Across A Growth Ring: Global And Local Deformations,65,10.1007/s00226-017-0960-3,https://w3id.org/oc/meta/br/06101841631,author_title
b32,Measurement of wood shrinkage in jack pine using three dimensional digital image correlation (DIC),Measurement Of Wood Shrinkage In Jack Pine Using Three Dimensional Digital Image Correlation (DIC),70,10.1515/hf-2011-0124,https://w3id.org/oc/meta/br/061501677517,author_title
b35,"Relationships among xylem transport, biomechanics and storage in stems and roots of nine Rhamnaceae species of the California chaparral","Relationships Among Xylem Transport, Biomechanics And Storage In Stems And Roots Of Nine Rhamnaceae Species Of The California Chaparral",70,10.1111/j.1469-8137.2007.02061.x,https://w3id.org/oc/meta/br/06902152383,author_title
b36,Wood density and vessel traits as distinct correlates of ecological strategy in 51 California coast range angiosperms,Wood Density And Vessel Traits As Distinct Correlates Of Ecological Strategy In 51 California Coast Range Angiosperms,70,10.1111/j.1469-8137.2006.01712.x,https://w3id.org/oc/meta/br/061702135210,author_title
b37,Logging in the Congo Basin: A multi-country characterization of timber companies,Logging In The Congo Basin: A Multi-Country Characterization Of Timber Companies,70,10.1016/j.foreco.2005.04.020,https://w3id.org/oc/meta/br/061602245997,author_title
b38,NIH Image to ImageJ: 25 years of image analysis,NIH Image To ImageJ: 25 Years Of Image Analysis,70,10.1038/nmeth.2089,https://w3id.org/oc/meta/br/06402154536,author_title
b39,How the relationship between density and shrinkage of wood depends on its microstructure,How The Relationship Between Density And Shrinkage Of Wood Depends On Its Microstructure,70,10.1007/s00226-015-0699-7,https://w3id.org/oc/meta/br/06101841864,author_title
b40,Are we approaching ‘peak timber’ in the tropics?,Are We Approaching ‘Peak Timber’ In The Tropics?,70,10.1016/j.biocon.2011.10.036,https://w3id.org/oc/meta/br/06250318282,author_title
b42,N/A,Wood-Water Relations,70,10.1007/978-3-642-73683-4,https://w3id.org/oc/meta/br/065054447,author_title
b45,Ecological and evolutionary determinants of a key plant functional trait: wood density and its community-wide variation across latitude and elevation,Ecological And Evolutionary Determinants Of A Key Plant Functional Trait: Wood Density And Its Community-Wide Variation Across Latitude And Elevation,70,10.3732/ajb.94.3.451,https://w3id.org/oc/meta/br/062601569554,author_title
b47,IAWA list of microscopic features for hardwood identification,IAWA List Of Microscopic Features For Hardwood Identification By An IAWA Committee,50,10.2307/4110625,https://w3id.org/oc/meta/br/062202016673,author_title
b49,Angiosperm wood structure: Global patterns in vessel anatomy and their relation to wood density and potential conductivity,Angiosperm Wood Structure: Global Patterns In Vessel Anatomy And Their Relation To Wood Density And Potential Conductivity,70,10.3732/ajb.0900178,https://w3id.org/oc/meta/br/062501541913,author_title
