reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,article_title,matched_title,score,matched_doi,meta_id,query_type
b2,10.1145/2229012.2229024,2012,Optimal Mechanisms For Selling Information,https://w3id.org/oc/meta/id/06810448749,https://w3id.org/oc/meta/ar/063014179215,,https://w3id.org/oc/meta/br/06303406938,http://purl.org/spar/fabio/ProceedingsPaper,Optimal Mechanisms for Selling Information,Optimal Mechanisms For Selling Information,70,10.1145/2229012.2229024,https://w3id.org/oc/meta/br/06303406003,author_title
b4,10.1257/mic.20140155,2015-08-01,Selling Cookies,https://w3id.org/oc/meta/id/064201218335,https://w3id.org/oc/meta/ar/062606600579,https://w3id.org/oc/meta/re/062601243162,https://w3id.org/oc/meta/br/062601530093,http://purl.org/spar/fabio/JournalArticle,Selling Cookies,Selling Cookies,70,10.1257/mic.20140155,https://w3id.org/oc/meta/br/062601528476,year_volume_page
b5,10.1146/annurev-economics-080315-015439,2019-08-02,Markets For Information: An Introduction,https://w3id.org/oc/meta/id/06790736783,https://w3id.org/oc/meta/ar/061605369605,https://w3id.org/oc/meta/re/061601030102,https://w3id.org/oc/meta/br/061601261719,http://purl.org/spar/fabio/JournalArticle,Markets for Information: An Introduction,Markets For Information: An Introduction,70,10.1146/annurev-economics-080315-015439,https://w3id.org/oc/meta/br/061601261803,author_title
b7,10.1016/j.jet.2012.12.012,2013-01,When Are Signals Complements Or Substitutes?,https://w3id.org/oc/meta/id/063301287125,https://w3id.org/oc/meta/ar/062201265814,https://w3id.org/oc/meta/re/06220207636,https://w3id.org/oc/meta/br/06220329651,http://purl.org/spar/fabio/JournalArticle,When Are Signals Complements or Substitutes?,When Are Signals Complements Or Substitutes?,70,10.1016/j.jet.2012.12.012,https://w3id.org/oc/meta/br/06220328875,year_volume_page
b8,10.1016/0041-5553(67)90040-7,1967-01,The Relaxation Method Of Finding The Common Point Of Convex Sets And Its Application To The Solution Of Problems In Convex Programming,https://w3id.org/oc/meta/id/06180470622,https://w3id.org/oc/meta/ar/061801560751,https://w3id.org/oc/meta/re/06180259286,https://w3id.org/oc/meta/br/061306875,http://purl.org/spar/fabio/JournalArticle,The Relaxation Method of Finding the Common Points of Convex Sets and Its Application to the Solution of Problems in Convex Programming,The Relaxation Method Of Finding The Common Point Of Convex Sets And Its Application To The Solution Of Problems In Convex Programming,70,10.1016/0041-5553(67)90040-7,https://w3id.org/oc/meta/br/06180407839,year_volume_page
b9,10.1175/1520-0493(1950)078<0001:vofeit>2.0.co;2,1950-01,Verification Of Forecasts Expressed In Terms Of Probability,https://w3id.org/oc/meta/id/06480911902,https://w3id.org/oc/meta/ar/062204070472,https://w3id.org/oc/meta/re/06220742230,https://w3id.org/oc/meta/br/0613019392,http://purl.org/spar/fabio/JournalArticle,Verification of Forecasts Expressed in Terms of Probability,Verification Of Forecasts Expressed In Terms Of Probability,70,10.1175/1520-0493(1950)078<0001:vofeit>2.0.co;2,https://w3id.org/oc/meta/br/06220945537,year_volume_page
b10,10.1257/0002828054825493,2005-08-01,Optimal Expectations,https://w3id.org/oc/meta/id/06305882635,https://w3id.org/oc/meta/ar/06805254711,https://w3id.org/oc/meta/re/0680977224,https://w3id.org/oc/meta/br/06801214172,http://purl.org/spar/fabio/JournalArticle,Optimal Expectations,Optimal Expectations,70,10.1257/0002828054825493,https://w3id.org/oc/meta/br/06801213219,year_volume_page
b11,10.1257/aer.103.1.360,2013-02-01,Entropy And The Value Of Information For Investors,https://w3id.org/oc/meta/id/06406303410,https://w3id.org/oc/meta/ar/061805037114,https://w3id.org/oc/meta/re/06180957257,https://w3id.org/oc/meta/br/061801186712,http://purl.org/spar/fabio/JournalArticle,Entropy and the Value of Information for Investors,Entropy And The Value Of Information For Investors,70,10.1257/aer.103.1.360,https://w3id.org/oc/meta/br/061801185936,year_volume_page
b14,10.1162/003355301556347,2001-02-01,Psychological Expected Utility Theory And Anticipatory Feelings,https://w3id.org/oc/meta/id/06320726349,https://w3id.org/oc/meta/ar/0626014053038,https://w3id.org/oc/meta/re/062602509529,https://w3id.org/oc/meta/br/062603519555,http://purl.org/spar/fabio/JournalArticle,Psychological Expected Utility Theory and Anticipatory Feelings,Psychological Expected Utility Theory And Anticipatory Feelings,70,10.1162/003355301556347,https://w3id.org/oc/meta/br/062603519426,year_volume_page
b17,10.3390/e10030261,2008-09-19,Axiomatic Characterizations Of Information Measures,https://w3id.org/oc/meta/id/061701706870,https://w3id.org/oc/meta/ar/061707261026,https://w3id.org/oc/meta/re/061701386898,https://w3id.org/oc/meta/br/061701679619,http://purl.org/spar/fabio/JournalArticle,Axiomatic Characterizations of Information Measures,Axiomatic Characterizations Of Information Measures,70,10.3390/e10030261,https://w3id.org/oc/meta/br/061701679289,year_volume_page
