reference_id,DOI,http://prismstandard.org/namespaces/basic/2.0/publicationDate,http://purl.org/dc/terms/title,http://purl.org/spar/datacite/hasIdentifier,http://purl.org/spar/pro/isDocumentContextFor,http://purl.org/vocab/frbr/core#embodiment,http://purl.org/vocab/frbr/core#partOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,article_title,matched_title,score,matched_doi,meta_id,query_type
b3,10.1016/j.ins.2014.02.060,2014-08,A Frequent Itemset Mining Algorithm Based On The Principle Of Inclusion–Exclusion And Transaction Mapping,https://w3id.org/oc/meta/id/062305856350,https://w3id.org/oc/meta/ar/061809188127,https://w3id.org/oc/meta/re/061801748924,https://w3id.org/oc/meta/br/061802107390,http://purl.org/spar/fabio/JournalArticle,A frequent itemset mining algorithm based on the principle of inclusion–exclusion and transaction mapping,A Frequent Itemset Mining Algorithm Based On The Principle Of Inclusion–Exclusion And Transaction Mapping,70,10.1016/j.ins.2014.02.060,https://w3id.org/oc/meta/br/061802106855,year_author_page
b7,10.1016/j.ins.2008.10.027,2009-02,Efficient Single-Pass Frequent Pattern Mining Using A Prefix-Tree,https://w3id.org/oc/meta/id/062102123118,https://w3id.org/oc/meta/ar/062109481949,https://w3id.org/oc/meta/re/062101743852,https://w3id.org/oc/meta/br/0617043326,http://purl.org/spar/fabio/JournalArticle,Efficient single-pass frequent pattern mining using a prefix-tree,Efficient Single-Pass Frequent Pattern Mining Using A Prefix-Tree,70,10.1016/j.ins.2008.10.027,https://w3id.org/oc/meta/br/062102103757,year_volume_page
b9,10.1016/j.knosys.2008.03.011,2008-08,Index-BitTableFI: An Improved Algorithm For Mining Frequent Itemsets,https://w3id.org/oc/meta/id/062302968593,https://w3id.org/oc/meta/ar/0623012823177,https://w3id.org/oc/meta/re/062302354689,https://w3id.org/oc/meta/br/062303121407,http://purl.org/spar/fabio/JournalArticle,Index-bittablefi: An improved algorithm for mining frequent itemsets,Index-BitTableFI: An Improved Algorithm For Mining Frequent Itemsets,70,10.1016/j.knosys.2008.03.011,https://w3id.org/oc/meta/br/062303121336,year_volume_page
b10,10.1023/b:dapd.0000031634.19130.bd,2004-11,Frequent Pattern Mining On Message Passing Multiprocessor Systems,https://w3id.org/oc/meta/id/06950212804,https://w3id.org/oc/meta/ar/061104414108,https://w3id.org/oc/meta/re/06110814534,https://w3id.org/oc/meta/br/061101024757,http://purl.org/spar/fabio/JournalArticle,Frequent pattern mining on message passing multiprocessor systems,Frequent Pattern Mining On Message Passing Multiprocessor Systems,70,10.1023/b:dapd.0000031634.19130.bd,https://w3id.org/oc/meta/br/061101023920,year_volume_page
b11,10.1504/ijahuc.2010.035533,2010,A Novel Parallel Algorithm For Frequent Pattern Mining With Privacy Preserved In Cloud Computing Environments,https://w3id.org/oc/meta/id/06610418947,https://w3id.org/oc/meta/ar/061503647861,https://w3id.org/oc/meta/re/06150666219,https://w3id.org/oc/meta/br/06150858174,http://purl.org/spar/fabio/JournalArticle,A novel parallel algorithm for frequent pattern mining with privacy preserved in cloud computing environments,A Novel Parallel Algorithm For Frequent Pattern Mining With Privacy Preserved In Cloud Computing Environments,70,10.1504/ijahuc.2010.035533,https://w3id.org/oc/meta/br/06150857445,year_volume_page
b12,10.1016/j.eswa.2009.07.072,2010-03-15,Parallel TID-based Frequent Pattern Mining Algorithm On A PC Cluster And Grid Computing System,https://w3id.org/oc/meta/id/063901283413,https://w3id.org/oc/meta/ar/061902712156,https://w3id.org/oc/meta/re/06190484491,https://w3id.org/oc/meta/br/06190660779,http://purl.org/spar/fabio/JournalArticle,Parallel tid-based frequent pattern mining algorithm on a pc cluster and grid computing system,Parallel TID-based Frequent Pattern Mining Algorithm On A PC Cluster And Grid Computing System,70,10.1016/j.eswa.2009.07.072,https://w3id.org/oc/meta/br/06190660631,year_volume_page
b15,10.1016/j.knosys.2012.09.005,2013-01,Parallel Frequent Itemset Mining Using Systolic Arrays,https://w3id.org/oc/meta/id/06480865654,https://w3id.org/oc/meta/ar/0623012820564,https://w3id.org/oc/meta/re/062302354019,https://w3id.org/oc/meta/br/062303121364,http://purl.org/spar/fabio/JournalArticle,Parallel frequent itemset mining using systolic arrays,Parallel Frequent Itemset Mining Using Systolic Arrays,70,10.1016/j.knosys.2012.09.005,https://w3id.org/oc/meta/br/062303120666,year_author_page
b16,10.1016/j.knosys.2013.04.004,2013-09,Efficient Algorithms For Frequent Pattern Mining In Many-Task Computing Environments,https://w3id.org/oc/meta/id/06406017421,https://w3id.org/oc/meta/ar/0623012819943,https://w3id.org/oc/meta/re/062302353874,https://w3id.org/oc/meta/br/062303121352,http://purl.org/spar/fabio/JournalArticle,Efficient algorithms for frequent pattern mining in many-task computing environments,Efficient Algorithms For Frequent Pattern Mining In Many-Task Computing Environments,70,10.1016/j.knosys.2013.04.004,https://w3id.org/oc/meta/br/062303120520,year_author_page
b22,10.1109/tkde.2006.10,2006-01,Fast And Memory Efficient Mining Of Frequent Closed Itemsets,https://w3id.org/oc/meta/id/0650643584,https://w3id.org/oc/meta/ar/06502358135,https://w3id.org/oc/meta/re/0650421407,https://w3id.org/oc/meta/br/0650579785,http://purl.org/spar/fabio/JournalArticle,Fast and memory efficient mining of frequent closed itemsets,Fast And Memory Efficient Mining Of Frequent Closed Itemsets,70,10.1109/tkde.2006.10,https://w3id.org/oc/meta/br/0650579166,year_volume_page
b30,10.1109/tkde.2005.60,2005-04,Efficient Algorithms For Mining Closed Itemsets And Their Lattice Structure,https://w3id.org/oc/meta/id/0650643720,https://w3id.org/oc/meta/ar/06502358651,https://w3id.org/oc/meta/re/0650421543,https://w3id.org/oc/meta/br/0650579821,http://purl.org/spar/fabio/JournalArticle,Efficient algorithms for mining closed itemsets and their lattice structure,Efficient Algorithms For Mining Closed Itemsets And Their Lattice Structure,70,10.1109/tkde.2005.60,https://w3id.org/oc/meta/br/0650579302,year_volume_page
